,clause,verb,phrase,cmpl_type,cmpl_func
449307,449307,XRH[,717488,B,-
449336,449336,NTN[,717582,B,-
449339,449339,JCB[,717589,B,LOC
449356,449356,FJM[,717645,B,LOC
449388,449388,<FH[,717731,B,LOC
449409,449409,R>H[,717800,B,LOC
449413,449413,VMN[,717811,B,LOC
449417,449417,VMN[,717825,B,LOC
449429,449429,FRP[,717864,B,-
449430,449430,SQL[,717868,B,-
449441,449441,NTN[,717901,B,-
449472,449472,NTN[,717987,B,-
449482,449482,LJN[,718013,B,LOC
449497,449497,HLK[,718062,B,LOC
449521,449521,NTN[,718134,B,-
449545,449545,HJH[,718212,B,LOC
449555,449555,RDP[,718243,B,-
449563,449563,NVH[,718271,B,-
449577,449577,KTB[,718326,B,LOC
449590,449590,KTB[,718373,B,LOC
449594,449594,HLK[,718387,B,LOC
449616,449616,JCB[,718450,B,LOC
449633,449633,LQX[,718501,B,-
449662,449662,JCB[,718584,B,LOC
449672,449672,NG<[,718623,B,-
449687,449687,JCB[,718670,B,LOC
449740,449740,NTN[,718835,B,-
449741,449741,<MD[,718840,B,LOC
449754,449754,MWT[,718881,B,-
449755,449755,HRG[,718885,B,-
449760,449760,DMM[,718899,B,LOC
449767,449767,<MD[,718922,B,LOC
449771,449771,CM<[,718935,B,-
449789,449789,NTN[,718987,B,-
449840,449840,NTN[,719146,B,-
449850,449850,NTN[,719179,B,-
449921,449921,FRP[,719388,B,-
449923,449923,NPL[,719397,B,DIR
449924,449924,NTN[,719401,B,-
449932,449932,FRP[,719426,B,-
449942,449942,FRP[,719456,B,-
449969,449969,LQX[,719542,B,-
449990,449990,JCB[,719609,B,LOC
449995,449995,JCB[,719620,B,LOC
449996,449996,MCL[,719623,B,LOC
450038,450038,BW>[,719688,B,-
450041,450041,BW>[,719696,B,-
450066,450066,MLK[,719761,B,LOC
450069,450069,MLK[,719768,B,LOC
450074,450074,JCB[,719785,B,LOC
450090,450090,MLK[,719825,B,LOC
450115,450115,NXL[,719907,B,LOC
450144,450144,DRK[,720010,B,LOC
450151,450151,HLK[,720038,B,LOC
450322,450322,PG<[,720512,B,-
450329,450329,JCB[,720535,B,LOC
450330,450330,JCB[,720539,B,LOC
450365,450365,PG<[,720649,B,-
450371,450371,JCB[,720670,B,LOC
450389,450389,JCB[,720730,B,LOC
450441,450441,<BR[,720900,B,LOC
450450,450450,<LH[,720943,final_h,DIR
450506,450506,NXL[,721101,B,LOC
450510,450510,PG<[,721116,B,-
450528,450528,PG<[,721173,B,-
450534,450534,PG<[,721194,B,-
450537,450537,PG<[,721203,final_h,-
450550,450550,PG<[,721250,B,-
450551,450551,PG<[,721253,B,-
450571,450571,JCB[,721311,B,LOC
450580,450580,JCB[,721343,B,LOC
450603,450603,JCB[,721422,B,LOC
450616,450616,GWR[,721458,B,LOC
450635,450635,QR>[,721531,B,-
450718,450718,JCB[,721702,B,LOC
450721,450721,<MD[,721716,B,LOC
450722,450722,NTN[,721720,B,-
450744,450744,HLK[,721793,B,LOC
450746,450746,DBQ[,721799,B,-
450784,450784,M<L[,721915,B,-
450787,450787,MRD[,721924,B,-
450793,450793,MRD[,721948,B,-
450799,450799,MRD[,721969,B,-
450802,450802,M<L[,721984,B,-
450805,450805,GW<[,721994,B,-
450837,450837,<BD[,722083,B,-
450850,450850,MRD[,722121,B,-
450857,450857,JVB[,722143,B,-
450861,450861,M<L[,722156,B,-
450865,450865,JVB[,722174,B,-
450870,450870,JCB[,722190,B,LOC
450877,450877,BW>[,722214,B,-
450881,450881,BW>[,722225,B,-
450899,450899,KTB[,722277,B,LOC
450901,450901,BW>[,722282,B,?
450906,450906,DBQ[,722298,B,-
450910,450910,<MD[,722313,B,-
450920,450920,DBQ[,722339,B,-
450922,450922,BW>[,722345,B,?
450930,450930,HLK[,722373,B,?
450947,450947,XRH[,722430,B,-
450955,450955,JCB[,722456,B,LOC
450977,450977,<FH[,722536,B,LOC
450978,450978,JCB[,722539,B,LOC
450980,450980,JCB[,722547,B,LOC
450982,450982,NTN[,722554,B,-
450997,450997,NTN[,722600,B,-
451003,451003,JG<[,722621,B,-
451005,451005,JCB[,722627,B,LOC
451014,451014,R<<[,722655,B,-
451022,451022,JCB[,722676,B,LOC
451033,451033,CMR[,722706,B,LOC
451034,451034,HLK[,722709,B,LOC
451035,451035,<BR[,722712,B,LOC
451067,451067,CM<[,722801,B,-
451070,451070,KTB[,722818,B,LOC
451075,451075,HJH[,722834,B,-
451078,451078,HJH[,722845,B,-
451083,451083,QBR[,722865,B,LOC
451089,451089,QBR[,722891,B,LOC
451094,451094,QBR[,722907,B,LOC
451097,451097,C>L[,722918,B,-
451103,451103,NTN[,722935,B,-
451105,451105,<LH[,722942,B,DIR
451107,451107,HLK[,722950,B,DIR
451110,451110,NTN[,722962,B,-
451112,451112,MY>[,722969,B,LOC
451134,451134,JCB[,723037,B,LOC
451178,451178,JCB[,723181,B,LOC
451197,451197,JCB[,723247,B,LOC
451203,451203,JCB[,723268,B,LOC
451204,451204,JCB[,723272,B,LOC
451206,451206,JCB[,723280,B,LOC
451209,451209,JCB[,723291,B,LOC
451212,451212,JCB[,723301,B,LOC
451218,451218,JCB[,723321,B,LOC
451232,451232,CM<[,723365,B,-
451270,451270,XRH[,723491,B,-
451271,451271,NTN[,723494,B,-
451273,451273,MKR[,723500,B,-
451301,451301,XRH[,723591,B,-
451312,451312,HLK[,723624,B,LOC
451317,451317,NTN[,723639,B,-
451333,451333,JCB[,723685,B,LOC
451341,451341,XRH[,723712,B,-
451342,451342,MKR[,723715,B,-
451351,451351,NTN[,723748,B,-
451389,451389,JCB[,723872,B,LOC
451396,451396,TQ<[,723895,B,DIR
451426,451426,TQ<[,723976,B,-
451431,451431,NTN[,723995,B,-
451447,451447,MKR[,724053,B,-
451448,451448,MLK[,724056,B,LOC
451450,451450,JCB[,724063,B,LOC
451463,451463,MCK[,724107,B,DIR
451466,451466,NTN[,724120,B,-
451476,451476,MKR[,724152,B,-
451492,451492,NTN[,724213,B,-
451529,451529,FJM[,724323,B,-
451531,451531,TQ<[,724331,B,DIR
451532,451532,YNX[,724334,B,DIR
451554,451554,PR<[,724393,B,LOC
451619,451619,CKN[,724534,B,LOC
451679,451679,NTN[,724683,B,-
451696,451696,BW>[,724736,B,DIR
451713,451713,JCB[,724796,B,LOC
451714,451714,CM<[,724800,B,-
451734,451734,NTN[,724861,B,-
451749,451749,MY>[,724909,B,-
451761,451761,FJM[,724943,B,DIR
451762,451762,FJM[,724947,B,DIR
451772,451772,NG<[,724977,B,-
451840,451840,RJB[,725173,B,-
451844,451844,XNH[,725186,B,LOC
451846,451846,TQ<[,725193,B,-
451848,451848,CLX[,725201,B,?
451850,451850,CLX[,725209,B,DIR
451868,451868,XRH[,725266,B,-
451884,451884,NTN[,725322,B,-
451889,451889,QR>[,725335,B,-
451924,451924,NTN[,725437,B,-
451927,451927,LQX[,725446,B,-
451934,451934,JRD[,725469,B,DIR
451935,451935,NTN[,725472,B,-
451942,451942,JRD[,725491,B,DIR
451945,451945,NPL[,725501,B,?
451963,451963,NTN[,725553,B,-
451970,451970,NTN[,725571,B,-
451972,451972,NTN[,725580,B,-
451977,451977,BW>[,725596,B,DIR
451981,451981,TQ<[,725605,B,-
451983,451983,TQ<[,725611,B,-
451986,451986,BW>[,725622,B,DIR
451989,451989,TQ<[,725630,B,-
451992,451992,TQ<[,725639,B,-
452005,452005,FJM[,725675,B,?
452009,452009,CLX[,725692,B,DIR
452031,452031,NTN[,725756,B,-
452050,452050,NTN[,725814,B,-
452067,452067,CKN[,725863,B,LOC
452108,452108,PG<[,725979,B,-
452115,452115,MCL[,725999,B,-
452118,452118,MCL[,726011,B,-
452119,452119,MCL[,726016,B,-
452120,452120,MCL[,726019,B,-
452143,452143,JCB[,726098,B,LOC
452167,452167,MCL[,726179,B,-
452168,452168,MCL[,726183,B,-
452176,452176,FKR[,726211,B,-
452188,452188,<MD[,726248,B,LOC
452242,452242,FMX[,726414,B,-
452243,452243,FMX[,726418,B,-
452255,452255,BGD[,726460,B,-
452267,452267,<BR[,726496,B,DIR
452268,452268,BVX[,726499,B,-
452285,452285,NTN[,726548,B,-
452299,452299,>RB[,726590,B,LOC
452331,452331,M>S[,726688,B,-
452339,452339,JCB[,726715,B,LOC
452341,452341,JCB[,726721,B,LOC
452347,452347,>RB[,726740,B,LOC
452371,452371,LQX[,726810,B,-
452387,452387,XNH[,726855,B,LOC
452396,452396,FRP[,726883,B,-
452418,452418,JCB[,726950,B,LOC
452437,452437,XRH[,727008,B,-
452438,452438,MKR[,727011,B,-
452463,452463,BXR[,727084,B,-
452472,452472,QYR[,727115,B,-
452474,452474,XNH[,727121,B,LOC
452476,452476,XNH[,727127,B,LOC
452490,452490,NXL[,727168,B,?
452493,452493,JCB[,727178,B,LOC
452545,452545,HLK[,727355,B,DIR
452549,452549,<BR[,727367,B,LOC
452553,452553,JCB[,727381,B,LOC
452554,452554,HLK[,727384,B,LOC
452557,452557,XNH[,727394,B,LOC
452558,452558,BW>[,727398,B,DIR
452564,452564,<BR[,727421,B,LOC
452566,452566,XNH[,727428,B,LOC
452568,452568,NTN[,727436,B,-
452586,452586,JCB[,727489,B,LOC
452601,452601,NTN[,727547,B,-
452611,452611,NTN[,727573,B,-
452662,452662,FRP[,727726,B,-
452669,452669,FJM[,727751,B,-
452671,452671,NTN[,727758,B,-
452722,452722,NTN[,727913,B,-
452767,452767,CM<[,728052,B,-
452769,452769,JCB[,728061,B,LOC
452802,452802,>KL[,728161,B,-
452821,452821,<LH[,728219,B,?
452857,452857,JCR[,728337,B,-
452861,452861,MCL[,728354,B,-
452874,452874,JCR[,728392,B,-
452915,452915,FRP[,728521,B,-
452939,452939,XRC=[,728594,B,-
452951,452951,PQD[,728637,B,-
452980,452980,FRP[,728727,B,-
452988,452988,JCB[,728750,B,LOC
452990,452990,XNH[,728756,B,LOC
453002,453002,MCL[,728788,B,-
453010,453010,NTN[,728809,B,-
453013,453013,PG<[,728818,B,-
453018,453018,NTN[,728830,B,-
453020,453020,>SR[,728837,B,-
453028,453028,B<R[,728860,B,-
453045,453045,NTN[,728907,B,-
453047,453047,NPL[,728915,B,-
453071,453071,>XZ[,728985,B,-
453094,453094,>SR[,729053,B,-
453100,453100,>SR[,729072,B,-
453101,453101,JCB[,729077,B,LOC
453115,453115,>SR[,729119,B,-
453120,453120,>SR[,729136,B,-
453124,453124,JCB[,729146,B,LOC
453133,453133,TQ<[,729175,B,-
453186,453186,>SR[,729325,B,-
453195,453195,NTN[,729348,B,-
453199,453199,NTN[,729361,B,-
453243,453243,QBR[,729494,B,LOC
453322,453322,<FH[,729742,B,LOC
453329,453329,C>L[,729765,B,-
453336,453336,HLK[,729785,B,LOC
453362,453362,NTN[,729858,B,-
453368,453368,XNH[,729876,B,LOC
453410,453410,BW>[,729995,B,-
453434,453434,PG<[,730060,B,-
453447,453447,FRP[,730103,B,-
453454,453454,JCB[,730126,B,LOC
453467,453467,GWR[,730174,B,LOC
453481,453481,XZQ[,730215,B,-
453502,453502,PYR[,730272,B,-
453536,453536,LJN[,730363,B,LOC
453543,453543,QRB[,730384,B,DIR
453544,453544,LJN[,730387,B,LOC
453551,453551,LJN[,730404,B,LOC
453553,453553,JCB[,730409,B,LOC
453558,453558,GWR[,730429,B,LOC
453665,453665,>XZ[,730736,B,-
453685,453685,<FH[,730789,B,LOC
453688,453688,CLX[,730800,B,?
453698,453698,CM<[,730824,B,-
453712,453712,C>L[,730868,B,-
453729,453729,C>L[,730930,B,-
453746,453746,C>L[,730982,B,-
453755,453755,NTN[,731007,B,-
453772,453772,<RK[,731067,B,?
453794,453794,HPK[,731144,B,DIR
453828,453828,JCB[,731250,B,LOC
453892,453892,<FH[,731457,B,LOC
453912,453912,>RB[,731513,B,LOC
453916,453916,XWL[,731522,B,?
453925,453925,LQX[,731552,B,-
453934,453934,JCB[,731581,B,LOC
