,clause,verb,phrase,cmpl_type,cmpl_func
456768,456768,JCB[,740172,B,LOC
456776,456776,JCB[,740195,B,LOC
456824,456824,FJM[,740339,B,DIR
456839,456839,PG<[,740385,B,-
456842,456842,PG<[,740394,B,-
456844,456844,PG<[,740401,B,-
456857,456857,SBB[,740446,B,DIR
456867,456867,C>L[,740476,B,-
456879,456879,C>L[,740512,B,-
456884,456884,NTN[,740525,B,-
456898,456898,BW>[,740570,B,DIR
456931,456931,JCB[,740662,B,LOC
456932,456932,JCB[,740665,B,LOC
456934,456934,NTN[,740674,B,-
456949,456949,JCB[,740727,B,LOC
456987,456987,JCB[,740831,B,LOC
457007,457007,JCB[,740888,B,LOC
457021,457021,JCB[,740926,B,LOC
457025,457025,NTN[,740942,B,-
457027,457027,JVB[,740948,B,-
457038,457038,CLX[,740982,B,-
457044,457044,HLK[,741002,B,LOC
457059,457059,NTN[,741046,B,-
457064,457064,CLX[,741059,B,-
457068,457068,R>H[,741069,B,-
457114,457114,QWM[,741212,B,-
457125,457125,QBR[,741251,B,LOC
457162,457162,MY>[,741363,B,-
457198,457198,<JV[,741464,B,-
457222,457222,JRD[,741534,B,DIR
457261,457261,BW>[,741645,B,-
457278,457278,YRR[,741703,B,?
457297,457297,BW>[,741763,B,-
457314,457314,CM<[,741803,B,-
457370,457370,XNH[,741983,B,LOC
457372,457372,JCB[,741989,B,LOC
457383,457383,CKB[,742028,B,LOC
457392,457392,CKB[,742061,B,LOC
457394,457394,M<K[,742065,B,DIR
457403,457403,CLX[,742100,B,-
457410,457410,JRD[,742117,B,-
457413,457413,CLX[,742126,B,-
457477,457477,RDP[,742300,B,LOC
457483,457483,JQR[,742315,B,-
457492,457492,NTN[,742344,B,-
457494,457494,CLX[,742350,B,-
457496,457496,GDL[,742357,B,-
457497,457497,GDL[,742361,B,-
457522,457522,MY>[,742446,B,-
457529,457529,JCB[,742476,B,LOC
457551,457551,JCB[,742539,B,LOC
457569,457569,QBR[,742600,B,LOC
457573,457573,XNH[,742613,B,LOC
457575,457575,XNH[,742620,B,LOC
457579,457579,C>L[,742634,B,-
457584,457584,DRC[,742652,B,-
457605,457605,QRH[,742716,B,-
457611,457611,Z<Q[,742734,B,-
457651,457651,CM<[,742851,B,-
457654,457654,NTN[,742867,B,-
457656,457656,NTN[,742875,B,-
457666,457666,CM<[,742911,B,-
457667,457667,FJM[,742915,B,-
457671,457671,CM<[,742927,B,-
457675,457675,HLK[,742940,B,LOC
457679,457679,PRY[,742949,B,-
457694,457694,XNH[,742994,B,LOC
457703,457703,MY>[,743026,B,-
457710,457710,JRD[,743051,B,-
457725,457725,BW>[,743100,B,DIR
457726,457726,MY>[,743104,B,LOC
457735,457735,MY>[,743135,B,LOC
457744,457744,<LH[,743164,B,DIR
457760,457760,FRP[,743209,B,-
457767,457767,FRP[,743230,B,-
457784,457784,C>L[,743283,B,-
457800,457800,MY>[,743323,B,LOC
457821,457821,FRP[,743388,B,-
457833,457833,XGG[,743421,B,-
457874,457874,NTN[,743546,B,-
457878,457878,JRD[,743556,B,DIR
457903,457903,NPL[,743636,B,LOC
457911,457911,DQR[,743664,B,-
457932,457932,JCB[,743730,B,LOC
457937,457937,NPL[,743743,B,LOC
457943,457943,TQ<[,743762,B,DIR
457957,457957,JCB[,743808,B,LOC
458030,458030,PG<[,744011,B,-
458035,458035,<NH[,744025,B,-
458065,458065,NPL[,744109,B,LOC
458074,458074,C>L[,744136,B,-
458076,458076,<LH[,744140,B,DIR
458087,458087,JCB[,744167,B,LOC
458192,458192,TQ<[,744494,B,-
458197,458197,HLK[,744511,B,LOC
458207,458207,QBR[,744544,B,LOC
458210,458210,>WR[,744554,B,LOC
458226,458226,HJH[,744607,B,LOC
458287,458287,VWB[,744786,B,-
458297,458297,MLK[,744819,B,-
458372,458372,JVB[,745050,B,-
458435,458435,>XZ[,745245,B,-
458447,458447,QBR[,745287,B,LOC
458480,458480,NG<[,745386,B,-
458484,458484,JCB[,745399,B,LOC
458510,458510,C>L[,745488,B,-
458513,458513,NTN[,745495,B,-
458516,458516,NTN[,745505,B,-
458517,458517,BW>[,745509,B,DIR
458527,458527,C>L[,745543,B,-
458558,458558,>XZ[,745640,B,-
458560,458560,XRH[,745647,B,-
458564,458564,PRY[,745664,B,-
458612,458612,BXR[,745828,B,-
458616,458616,HJH[,745843,B,-
458623,458623,JCB[,745862,B,LOC
458627,458627,JCB[,745877,B,LOC
458628,458628,JCB[,745881,B,LOC
458642,458642,JCB[,745918,B,LOC
458644,458644,HJH[,745926,B,?
458773,458773,FJM[,746318,B,LOC
458796,458796,FJM[,746400,B,DIR
458797,458797,FJM[,746402,B,DIR
458867,458867,JCB[,746634,B,LOC
458895,458895,JCB[,746727,B,LOC
458914,458914,NTN[,746786,B,-
458966,458966,JCB[,746941,B,LOC
459006,459006,JCB[,747076,B,LOC
459015,459015,JCB[,747100,B,LOC
459017,459017,JCB[,747108,B,LOC
459023,459023,CKB[,747125,B,LOC
459028,459028,KTB[,747144,B,LOC
459075,459075,R<<[,747283,B,-
459088,459088,R<<[,747328,B,-
459104,459104,CKB[,747372,B,LOC
459114,459114,XRH[,747403,B,-
459179,459179,CM<[,747617,B,-
459255,459255,FJM[,747833,B,-
459339,459339,CM<[,748076,B,-
459399,459399,PRY[,748257,B,-
459408,459408,PRY[,748282,B,-
459489,459489,FJM[,748517,B,DIR
459528,459528,NG<[,748625,B,-
459585,459585,FJM[,748795,B,DIR
459600,459600,MY>[,748840,B,-
459623,459623,JCB[,748917,B,LOC
459682,459682,FJM[,749094,B,DIR
459701,459701,JCB[,749154,B,LOC
459709,459709,CLX[,749179,B,DIR
459713,459713,MLK[,749187,B,LOC
459779,459779,<BR[,749378,B,LOC
459790,459790,MY>[,749408,B,-
459794,459794,XPY[,749420,B,-
459797,459797,VWB[,749426,B,-
459808,459808,<LH[,749459,B,DIR
459868,459868,JCB[,749630,B,LOC
459876,459876,MY>[,749653,B,-
459892,459892,NTN[,749697,B,-
459914,459914,R>H[,749764,B,-
459916,459916,HLK[,749775,B,LOC
459917,459917,HLK[,749779,B,LOC
459961,459961,C>L[,749906,B,-
459978,459978,JCR[,749956,B,-
460002,460002,NPL[,750026,B,-
460018,460018,HLK[,750070,B,DIR
460041,460041,LJN[,750148,B,LOC
460045,460045,<MD[,750161,B,LOC
460131,460131,JVB[,750421,B,-
460147,460147,>KL[,750478,B,-
460152,460152,XZQ[,750498,B,LOC
460161,460161,TLH[,750519,B,LOC
460174,460174,CMR[,750563,B,-
460175,460175,<FH[,750566,B,-
460180,460180,LQX[,750587,B,-
460181,460181,TQ<[,750590,B,DIR
460186,460186,TQ<[,750605,B,-
460262,460262,NF>[,750834,B,-
460306,460306,NWS[,750952,B,?
460334,460334,JCB[,751035,B,LOC
460337,460337,JCB[,751043,B,LOC
460347,460347,MWT[,751077,B,-
460390,460390,<BR[,751197,B,LOC
460444,460444,CJT[,751361,B,DIR
460472,460472,CM<[,751459,B,-
460480,460480,VWB[,751493,B,-
460515,460515,TQ<[,751618,B,-
460522,460522,DBQ[,751639,B,-
460560,460560,>XZ[,751756,B,-
460572,460572,XPY[,751793,B,-
460593,460593,<MD[,751856,B,LOC
460629,460629,NF>[,751942,B,-
460638,460638,TQ<[,751971,B,-
460690,460690,NTN[,752121,B,-
460708,460708,QBR[,752192,B,LOC
460744,460744,NPL[,752311,B,-
460750,460750,XSH[,752328,B,?
460769,460769,<LH[,752375,B,LOC
460798,460798,XPY[,752452,B,-
460825,460825,XSH[,752525,B,?
460905,460905,LQX[,752727,B,-
460906,460906,NG<[,752732,B,-
460911,460911,JCB[,752745,B,LOC
460938,460938,XNH[,752827,B,LOC
460945,460945,BQ<[,752849,B,DIR
461017,461017,XRH[,752998,B,-
461024,461024,CWV[,753015,B,LOC
461031,461031,XPY[,753039,B,-
461036,461036,XNH[,753055,B,LOC
461044,461044,CWV[,753078,B,LOC
461080,461080,NPL[,753193,B,-
461082,461082,NPL[,753198,B,-
461083,461083,NTN[,753205,B,DIR
461140,461140,BW>[,753386,B,-
461147,461147,CKB[,753410,B,LOC
461275,461275,TQ<[,753800,B,-
461296,461296,TQ<[,753864,B,-
461351,461351,>XZ[,754026,B,-
461370,461370,HLK[,754080,B,LOC
461374,461374,HLK[,754090,B,LOC
461376,461376,KTB[,754095,B,LOC
461391,461391,FJM[,754141,B,-
461392,461392,NTN[,754145,B,DIR
461489,461489,CLX[,754434,B,DIR
461490,461490,PG<[,754437,B,-
461514,461514,PG<[,754513,B,-
461529,461529,PG<[,754552,B,-
461534,461534,PG<[,754569,B,-
461539,461539,CWB[,754583,B,-
461542,461542,PG<[,754596,B,-
461563,461563,JCB[,754664,B,LOC
461602,461602,PG<[,754784,B,-
461613,461613,HLK[,754817,B,LOC
461647,461647,JVB[,754914,B,-
461665,461665,HLK[,754980,B,LOC
461680,461680,JCB[,755025,B,LOC
461795,461795,MCL[,755329,B,LOC
461800,461800,RDH[,755346,B,LOC
461932,461932,>XZ=[,755744,B,LOC
461943,461943,SPN[,755774,B,-
461946,461946,>XZ=[,755784,B,-
461951,461951,HLK[,755796,B,-
461954,461954,HLK[,755804,B,-
461957,461957,CKN[,755814,B,LOC
461961,461961,BNH[,755829,B,-
461964,461964,BNH[,755841,B,-
461996,461996,NTN[,755942,B,DIR
461998,461998,NG<[,755949,B,-
462192,462192,NTN[,756526,B,DIR
462229,462229,CKN[,756648,B,LOC
462245,462245,BXR[,756694,B,-
462314,462314,NC>[,756896,B,-
462321,462321,NTN[,756916,B,-
462344,462344,HLK[,756986,B,LOC
462385,462385,BXR[,757109,B,-
462392,462392,>NP[,757131,B,-
462414,462414,PC<[,757195,B,-
462445,462445,HLK[,757282,B,LOC
462456,462456,HLK[,757315,B,-
462534,462534,JCR[,757558,B,-
462546,462546,FRP[,757592,B,-
462582,462582,CLX[,757701,B,-
462616,462616,XPY[,757812,B,-
462660,462660,NTN[,757969,B,-
462680,462680,BW>[,758038,B,?
462681,462681,BW>[,758043,B,?
462683,462683,DBQ[,758048,B,-
462736,462736,MY>[,758229,B,-
462760,462760,JCB[,758313,B,LOC
462761,462761,MLK[,758316,B,-
462765,462765,QWY[,758327,B,-
462780,462780,MY>[,758379,B,LOC
462783,462783,TPF[,758390,B,-
462795,462795,HLK[,758431,B,LOC
462810,462810,MLK[,758483,B,-
462816,462816,HLK[,758499,B,LOC
462848,462848,JCB[,758598,B,LOC
462936,462936,RGM[,758860,B,-
462939,462939,<LH[,758868,B,DIR
462941,462941,PC<[,758874,B,-
462968,462968,JCB[,758950,B,LOC
462971,462971,>MR[,758960,B,-
462986,462986,FJM[,759002,B,DIR
462987,462987,NTN[,759006,B,DIR
463062,463062,CWB[,759240,B,LOC
463064,463064,HLK[,759245,B,LOC
463065,463065,CWB[,759249,B,LOC
463105,463105,HLK[,759369,B,LOC
463106,463106,HLK[,759372,B,LOC
463142,463142,MY>[,759478,B,LOC
463144,463144,HJH[,759485,B,DIR
463187,463187,QBR[,759603,B,LOC
463310,463310,MLK[,759964,B,LOC
463313,463313,MLK[,759971,B,LOC
463348,463348,MLK[,760089,B,LOC
463350,463350,HLK[,760095,B,-
463366,463366,QBR[,760155,B,LOC
463369,463369,MLK[,760167,B,LOC
463390,463390,NTN[,760240,B,-
463408,463408,JCB[,760287,B,LOC
463426,463426,HLK[,760347,B,LOC
463451,463451,HLK[,760425,B,LOC
463457,463457,HLK[,760444,B,LOC
463503,463503,MLK[,760585,B,LOC
463519,463519,FRP[,760635,B,-
463525,463525,HLK[,760646,B,LOC
463541,463541,MLK[,760690,B,LOC
463550,463550,HLK[,760721,B,LOC
463602,463602,JCB[,760873,B,LOC
463686,463686,CM<[,761116,B,-
463723,463723,<BR[,761227,B,LOC
463724,463724,HLK[,761230,B,LOC
463725,463725,HLK[,761235,B,LOC
463802,463802,CLX[,761427,B,DIR
463823,463823,QR>[,761499,B,-
463824,463824,QR>[,761503,B,-
463827,463827,<NH[,761509,B,-
463836,463836,QR>[,761534,B,-
463841,463841,QR>[,761549,B,-
463979,463979,HLK[,761916,B,LOC
464003,464003,NG<[,761975,B,-
464028,464028,<MD[,762041,B,LOC
464124,464124,FJM[,762306,B,-
464245,464245,NTN[,762649,B,-
464261,464261,FJM[,762704,B,DIR
464265,464265,XGR[,762717,B,DIR
464288,464288,FJM[,762774,B,?
464289,464289,FJM[,762778,B,?
464298,464298,CM<[,762806,B,-
464315,464315,JY>[,762854,B,DIR
464351,464351,VWB[,762964,B,-
464383,464383,XTM[,763070,B,-
464387,464387,KTB[,763082,B,LOC
464411,464411,SQL[,763147,B,-
464451,464451,LQQ[,763234,B,LOC
464492,464492,CKB[,763346,B,-
464524,464524,NTN[,763446,B,-
464553,464553,NTN[,763531,B,-
464574,464574,NTN[,763589,B,-
464609,464609,HJH[,763692,B,LOC
464616,464616,NTN[,763709,B,DIR
464644,464644,BW>[,763787,B,DIR
464647,464647,BW>[,763797,B,DIR
464664,464664,MCK[,763843,B,-
464671,464671,HJH[,763867,B,LOC
464674,464674,<BR[,763879,B,LOC
464681,464681,QBR[,763897,B,LOC
464697,464697,MLK[,763944,B,LOC
464699,464699,HLK[,763950,B,LOC
464720,464720,HLK[,764016,B,-
464729,464729,HLK[,764049,B,LOC
