node,book,chapter,verse,lang,lex,stem,tense,func,pdp,word_order,pred
29477,Exodus,2,17,Hebrew,R<H,qal,ptca,Subj,subs,S,BW>
29509,Exodus,2,19,Hebrew,R<H,qal,ptca,Cmpl,subs,S,
29627,Exodus,3,1,Hebrew,R<H,qal,ptca,PreC,verb,SV,HJH
29631,Exodus,3,1,Hebrew,XTN,qal,ptca,Objc,subs,SV,HJH
29667,Exodus,3,2,Hebrew,B<R,qal,ptca,PreC,verb,SV,
29675,Exodus,3,2,Hebrew,>KL,pasq,ptcp,PreC,verb,V,
29732,Exodus,3,5,Hebrew,<MD,qal,ptca,PreC,verb,SV,
29804,Exodus,3,8,Hebrew,ZWB,qal,ptca,Cmpl,adjv,,
29843,Exodus,3,9,Hebrew,LXY,qal,ptca,PreC,verb,SV,
29917,Exodus,3,13,Hebrew,BW>,qal,ptca,PreC,verb,SV,
30014,Exodus,3,16,Hebrew,<FH,qal,ptcp,PreC,verb,V,
30046,Exodus,3,17,Hebrew,ZWB,qal,ptca,Cmpl,adjv,,<LH
30113,Exodus,3,20,Hebrew,PL>,nif,ptca,Cmpl,subs,,NKH
30148,Exodus,3,22,Hebrew,GWR,qal,ptca,Cmpl,subs,S,C>L
30274,Exodus,4,6,Hebrew,YR<,pual,ptcp,PreC,verb,SV,
30462,Exodus,4,14,Hebrew,JY>,qal,ptca,PreC,verb,SV,
30537,Exodus,4,18,Hebrew,XTN,qal,ptca,Cmpl,subs,,CWB
30579,Exodus,4,19,Hebrew,BQC,piel,ptca,PreC,verb,V,
30666,Exodus,4,23,Hebrew,HRG,qal,ptca,PreC,verb,SV,
30925,Exodus,5,6,Hebrew,NGF,qal,ptca,Objc,subs,S,YWH
30931,Exodus,5,6,Hebrew,CVR,qal,ptca,Objc,subs,S,YWH
30962,Exodus,5,8,Hebrew,<FH,qal,ptca,PreC,verb,SV,
30971,Exodus,5,8,Hebrew,RPH,nif,ptca,PreC,verb,VS,
30976,Exodus,5,8,Hebrew,Y<Q,qal,ptca,PreC,verb,SV,
31000,Exodus,5,10,Hebrew,NGF,qal,ptca,Subj,subs,S,JY>
31004,Exodus,5,10,Hebrew,CVR,qal,ptca,Subj,subs,S,JY>
31016,Exodus,5,10,Hebrew,NTN,qal,ptca,PreC,verb,V,
31029,Exodus,5,11,Hebrew,GR<,nif,ptca,PreC,verb,VS,
31049,Exodus,5,13,Hebrew,NGF,qal,ptca,Subj,subs,SV,
31050,Exodus,5,13,Hebrew,>WY,qal,ptca,PreC,verb,SV,
31067,Exodus,5,14,Hebrew,CVR,qal,ptca,Subj,subs,S,NKH
31073,Exodus,5,14,Hebrew,NGF,qal,ptca,Subj,subs,S,FJM
31093,Exodus,5,15,Hebrew,CVR,qal,ptca,Subj,subs,S,BW>
31109,Exodus,5,16,Hebrew,NTN,nif,ptca,PreC,verb,SV,
31114,Exodus,5,16,Hebrew,>MR,qal,ptca,PreC,verb,V,
31126,Exodus,5,17,Hebrew,RPH,nif,ptca,PreC,verb,VS,
31128,Exodus,5,17,Hebrew,RPH,nif,ptca,PreC,verb,V,
31132,Exodus,5,17,Hebrew,>MR,qal,ptca,PreC,verb,SV,
31152,Exodus,5,19,Hebrew,CVR,qal,ptca,Subj,subs,S,R>H
31175,Exodus,5,20,Hebrew,NYB,nif,ptca,PreC,verb,V,
31328,Exodus,6,5,Hebrew,<BD,hif,ptca,PreC,verb,SV,
31358,Exodus,6,6,Hebrew,NVH,qal,ptcp,Cmpl,adjv,,G>L
31381,Exodus,6,7,Hebrew,JY>,hif,ptca,PreC,verb,V,
31722,Exodus,6,27,Hebrew,DBR,piel,ptca,PreC,verb,V,
31767,Exodus,6,29,Hebrew,DBR,qal,ptca,PreC,verb,SV,
31980,Exodus,7,11,Hebrew,KCP,piel,ptca,Cmpl,subs,S,QR>
32036,Exodus,7,15,Hebrew,JY>,qal,ptca,PreC,verb,V,
32093,Exodus,7,17,Hebrew,NKH,hif,ptca,PreC,verb,SV,
32333,Exodus,7,27,Hebrew,M>N,piel,ptca,PreC,verb,VS,
32339,Exodus,7,27,Hebrew,NGP,qal,ptca,PreC,verb,SV,
32739,Exodus,8,16,Hebrew,JY>,qal,ptca,PreC,verb,V,
32755,Exodus,8,17,Hebrew,CLX,piel,ptca,PreC,verb,V,
32759,Exodus,8,17,Hebrew,CLX,hif,ptca,PreC,verb,V,
32799,Exodus,8,18,Hebrew,<MD,qal,ptca,PreC,verb,SV,
32940,Exodus,8,25,Hebrew,JY>,qal,ptca,PreC,verb,SV,
33045,Exodus,9,2,Hebrew,M>N,piel,ptca,PreC,verb,VS,
33051,Exodus,9,2,Hebrew,XZQ,hif,ptca,PreC,verb,V,
33056,Exodus,9,3,Hebrew,HJH,qal,ptca,PreC,verb,SV,
33203,Exodus,9,9,Hebrew,PRX,qal,ptca,PreC,verb,V,
33230,Exodus,9,10,Hebrew,PRX,qal,ptca,PreC,verb,V,
33314,Exodus,9,14,Hebrew,CLX,qal,ptca,PreC,verb,SV,
33375,Exodus,9,17,Hebrew,SLL,hit,ptca,PreC,verb,V,
33382,Exodus,9,18,Hebrew,MVR,hif,ptca,PreC,verb,V,
33442,Exodus,9,20,Hebrew,JR>,qal,ptca,PreC,verb,V,
33540,Exodus,9,24,Hebrew,LQX,hit,ptca,PreC,verb,SV,
33861,Exodus,10,4,Hebrew,M>N,piel,ptca,PreC,verb,VS,
33868,Exodus,10,4,Hebrew,BW>,hif,ptca,PreC,verb,V,
33894,Exodus,10,5,Hebrew,C>R,nif,ptca,PreC,verb,V,
33906,Exodus,10,5,Hebrew,YMX,qal,ptca,PreC,verb,V,
33995,Exodus,10,8,Hebrew,HLK,qal,ptca,PreC,verb,V,
34052,Exodus,10,11,Hebrew,BQC,piel,ptca,PreC,verb,SV,
34537,Exodus,11,4,Hebrew,JY>,qal,ptca,PreC,verb,SV,
34552,Exodus,11,5,Hebrew,JCB,qal,ptca,PreC,verb,V,
34850,Exodus,12,9,Hebrew,BCL,pual,ptcp,PreC,verb,V,
34872,Exodus,12,10,Hebrew,JTR,nif,ptca,PreC,verb,V,
34885,Exodus,12,11,Hebrew,XGR,qal,ptcp,PreC,verb,SV,
35002,Exodus,12,15,Hebrew,>KL,qal,ptca,PreC,verb,V,
35119,Exodus,12,19,Hebrew,>KL,qal,ptca,PreC,verb,V,
35120,Exodus,12,19,Hebrew,XMY,hif,ptca,Objc,subs,V,
35139,Exodus,12,20,Hebrew,XMY,hif,ptca,Objc,subs,,>KL
35356,Exodus,12,29,Hebrew,JCB,qal,ptca,PreC,verb,V,
35395,Exodus,12,30,Hebrew,MWT,qal,ptca,PreC,verb,V,
35453,Exodus,12,33,Hebrew,MWT,qal,ptca,PreC,verb,SV,
35463,Exodus,12,34,Hebrew,YRR,qal,ptcp,PreC,verb,SV,
35725,Exodus,12,49,Hebrew,GWR,qal,ptca,PreC,verb,V,
35823,Exodus,13,4,Hebrew,JY>,qal,ptca,PreC,verb,SV,
35857,Exodus,13,5,Hebrew,ZWB,qal,ptca,Cmpl,adjv,S,
36070,Exodus,13,15,Hebrew,ZBX,qal,ptca,PreC,verb,SV,
36192,Exodus,13,21,Hebrew,HLK,qal,ptca,PreC,verb,SV,
36346,Exodus,14,7,Hebrew,BXR,qal,ptcp,Objc,adjv,,LQX
36371,Exodus,14,8,Hebrew,JY>,qal,ptca,PreC,verb,SV,
36382,Exodus,14,9,Hebrew,XNH,qal,ptca,PreC,verb,V,
36411,Exodus,14,10,Hebrew,NS<,qal,ptca,PreC,verb,SV,
36557,Exodus,14,17,Hebrew,XZQ,piel,ptca,PreC,verb,V,
36598,Exodus,14,19,Hebrew,HLK,qal,ptca,PreC,verb,V,
36758,Exodus,14,25,Hebrew,LXM,nif,ptca,PreC,verb,SV,
36803,Exodus,14,27,Hebrew,NWS,qal,ptca,PreC,verb,SV,
36833,Exodus,14,28,Hebrew,BW>,qal,ptca,PreC,verb,V,
36882,Exodus,14,30,Hebrew,MWT,qal,ptca,PreC,verb,V,
36939,Exodus,15,1,Hebrew,RKB,qal,ptca,Objc,subs,,RMH
36990,Exodus,15,6,Hebrew,>DR,nif,ptca,PreC,verb,V,
36997,Exodus,15,6,Hebrew,>JB,qal,ptca,Objc,subs,,R<Y
37003,Exodus,15,7,Hebrew,QWM,qal,ptca,Objc,subs,,HRS
37019,Exodus,15,8,Hebrew,NZL,qal,ptca,Subj,subs,S,NYB
37026,Exodus,15,9,Hebrew,>JB,qal,ptca,Subj,subs,S,>MR
37057,Exodus,15,11,Hebrew,>DR,nif,ptca,PreC,verb,V,
37061,Exodus,15,11,Hebrew,JR>,nif,ptca,PreC,verb,V,
37086,Exodus,15,14,Hebrew,JCB,qal,ptca,Objc,subs,S,>XZ
37098,Exodus,15,15,Hebrew,JCB,qal,ptca,Subj,subs,S,MWG
37208,Exodus,15,21,Hebrew,RKB,qal,ptca,Objc,subs,,RMH
37444,Exodus,16,4,Hebrew,MVR,hif,ptca,PreC,verb,V,
37553,Exodus,16,8,Hebrew,LWN,hif,ptca,PreC,verb,SV,
37746,Exodus,16,17,Hebrew,RBH,hif,ptca,PreC,verb,V,
37749,Exodus,16,17,Hebrew,M<V,hif,ptca,PreC,verb,V,
37759,Exodus,16,18,Hebrew,RBH,hif,ptca,PreC,verb,V,
37762,Exodus,16,18,Hebrew,M<V,hif,ptca,PreC,verb,V,
37871,Exodus,16,23,Hebrew,<DP,qal,ptca,Objc,subs,,NWX
37968,Exodus,16,29,Hebrew,NTN,qal,ptca,PreC,verb,SV,
38105,Exodus,16,35,Hebrew,JCB,nif,ptca,Cmpl,adjv,,
38253,Exodus,17,6,Hebrew,<MD,qal,ptca,PreC,verb,V,
38333,Exodus,17,9,Hebrew,NYB,nif,ptca,PreC,verb,SV,
38484,Exodus,18,1,Hebrew,XTN,qal,ptca,Subj,subs,S,CM<
38507,Exodus,18,2,Hebrew,XTN,qal,ptca,Subj,subs,S,LQX
38549,Exodus,18,5,Hebrew,XTN,qal,ptca,Subj,subs,S,BW>
38562,Exodus,18,5,Hebrew,XNH,qal,ptca,PreC,verb,SV,
38572,Exodus,18,6,Hebrew,XTN,qal,ptca,Subj,subs,SV,
38574,Exodus,18,6,Hebrew,BW>,qal,ptca,PreC,verb,SV,
38587,Exodus,18,7,Hebrew,XTN,qal,ptca,Objc,subs,,QR>=
38608,Exodus,18,8,Hebrew,XTN,qal,ptca,Cmpl,subs,S,SPR
38654,Exodus,18,10,Hebrew,BRK,qal,ptcp,PreC,verb,VS,
38694,Exodus,18,12,Hebrew,XTN,qal,ptca,Subj,subs,S,LQX
38744,Exodus,18,14,Hebrew,XTN,qal,ptca,Subj,subs,S,R>H
38750,Exodus,18,14,Hebrew,<FH,qal,ptca,PreC,verb,SV,
38763,Exodus,18,14,Hebrew,<FH,qal,ptca,PreC,verb,SV,
38769,Exodus,18,14,Hebrew,JCB,qal,ptca,PreC,verb,SV,
38776,Exodus,18,14,Hebrew,NYB,nif,ptca,PreC,verb,SV,
38786,Exodus,18,15,Hebrew,XTN,qal,ptca,Cmpl,subs,S,>MR
38819,Exodus,18,17,Hebrew,XTN,qal,ptca,Subj,subs,S,>MR
38828,Exodus,18,17,Hebrew,<FH,qal,ptca,PreC,verb,SV,
38913,Exodus,18,21,Hebrew,FN>,qal,ptca,Objc,adjv,S,XZH
38989,Exodus,18,24,Hebrew,XTN,qal,ptca,Cmpl,subs,S,CM<
39047,Exodus,18,27,Hebrew,XTN,qal,ptca,Objc,subs,S,CLX
39226,Exodus,19,9,Hebrew,BW>,qal,ptca,PreC,verb,SV,
39275,Exodus,19,11,Hebrew,KWN,nif,ptca,PreC,adjv,V,HJH
39317,Exodus,19,12,Hebrew,NG<,qal,ptca,PreC,verb,V,
39371,Exodus,19,15,Hebrew,KWN,nif,ptca,PreC,adjv,V,HJH
39466,Exodus,19,19,Hebrew,HLK,qal,ptca,PreC,verb,SV,
39525,Exodus,19,22,Hebrew,NGC,nif,ptca,PreC,verb,V,
39666,Exodus,20,5,Hebrew,PQD,qal,ptca,PreC,verb,V,
39679,Exodus,20,6,Hebrew,<FH,qal,ptca,PreC,verb,V,
39684,Exodus,20,6,Hebrew,>HB,qal,ptca,Cmpl,subs,V,
39687,Exodus,20,6,Hebrew,CMR,qal,ptca,Cmpl,subs,V,
39803,Exodus,20,12,Hebrew,NTN,qal,ptca,PreC,verb,SV,
39842,Exodus,20,18,Hebrew,R>H,qal,ptca,PreC,verb,SV,
40188,Exodus,21,12,Hebrew,NKH,hif,ptca,PreC,verb,V,
40228,Exodus,21,15,Hebrew,NKH,hif,ptca,PreC,verb,V,
40235,Exodus,21,16,Hebrew,GNB,qal,ptca,PreC,verb,V,
40246,Exodus,21,17,Hebrew,QLL,piel,ptca,PreC,verb,V,
40285,Exodus,21,19,Hebrew,NKH,hif,ptca,PreC,verb,V,
40536,Exodus,21,34,Hebrew,MWT,qal,ptca,Subj,subs,S,HJH
40564,Exodus,21,35,Hebrew,MWT,qal,ptca,Objc,subs,,XYH
40587,Exodus,21,36,Hebrew,MWT,qal,ptca,Subj,subs,S,HJH
40697,Exodus,22,5,Hebrew,B<R,hif,ptca,PreC,verb,V,
40798,Exodus,22,9,Hebrew,R>H,qal,ptca,PreC,verb,V,
40891,Exodus,22,17,Hebrew,KCP,piel,ptca,Objc,subs,,XJH
40895,Exodus,22,18,Hebrew,CKB,qal,ptca,PreC,verb,V,
40900,Exodus,22,19,Hebrew,ZBX,qal,ptca,PreC,verb,V,
41101,Exodus,23,4,Hebrew,>JB,qal,ptca,Objc,subs,,PG<
41104,Exodus,23,4,Hebrew,T<H,qal,ptca,PreC,verb,V,
41111,Exodus,23,5,Hebrew,FN>,qal,ptca,Objc,subs,,R>H
41112,Exodus,23,5,Hebrew,RBY,qal,ptca,PreC,verb,V,
41346,Exodus,23,20,Hebrew,CLX,qal,ptca,PreC,verb,SV,
41396,Exodus,23,22,Hebrew,>JB,qal,ptca,Objc,subs,,>JB
41400,Exodus,23,22,Hebrew,YRR=,qal,ptca,Objc,subs,,YRR=
41465,Exodus,23,26,Hebrew,CKL,piel,ptca,Subj,subs,S,HJH
41492,Exodus,23,27,Hebrew,>JB,qal,ptca,Objc,subs,,NTN
41570,Exodus,23,31,Hebrew,JCB,qal,ptca,Objc,subs,,NTN
41866,Exodus,24,13,Hebrew,CRT,piel,ptca,Subj,subs,S,QWM
42072,Exodus,25,9,Hebrew,R>H,hif,ptca,PreC,verb,SV,
42251,Exodus,25,20,Hebrew,PRF,qal,ptca,PreC,subs,SV,HJH
42255,Exodus,25,20,Hebrew,SKK,qal,ptca,PreC,verb,V,
42462,Exodus,25,32,Hebrew,JY>,qal,ptca,PreC,verb,SV,
42509,Exodus,25,33,Hebrew,JY>,qal,ptca,PreC,verb,V,
42549,Exodus,25,35,Hebrew,JY>,qal,ptca,PreC,verb,V,
42602,Exodus,25,40,Hebrew,R>H,hof,ptcp,PreC,verb,SV,
42614,Exodus,26,1,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
42624,Exodus,26,1,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
42658,Exodus,26,3,Hebrew,XBR,qal,ptca,PreC,verb,SV,HJH
42720,Exodus,26,5,Hebrew,QBL,hif,ptca,PreC,verb,VS,
42863,Exodus,26,12,Hebrew,<DP,qal,ptca,PreC,verb,V,
42872,Exodus,26,12,Hebrew,<DP,qal,ptca,PreC,verb,V,
42890,Exodus,26,13,Hebrew,<DP,qal,ptca,PreC,verb,V,
42917,Exodus,26,14,Hebrew,>DM,pual,ptcp,Objc,adjv,,<FH
42935,Exodus,26,15,Hebrew,<MD,qal,ptca,Objc,adjv,,<FH
42959,Exodus,26,17,Hebrew,CLB,pual,ptcp,PreC,verb,V,
43059,Exodus,26,23,Hebrew,QY<,pual,ptcp,Cmpl,subs,,<FH
43160,Exodus,26,28,Hebrew,BRX,hif,ptca,PreC,verb,V,
43211,Exodus,26,31,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
43213,Exodus,26,31,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
43224,Exodus,26,32,Hebrew,YPH=,pual,ptcp,PreC,verb,V,
43322,Exodus,26,36,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
43359,Exodus,27,1,Hebrew,RB<,qal,ptcp,PreC,adjv,VS,HJH
43623,Exodus,27,17,Hebrew,XCQ,pual,ptcp,PreC,verb,SV,
43846,Exodus,28,6,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
43851,Exodus,28,7,Hebrew,XBR,qal,ptca,Subj,adjv,S,HJH
43987,Exodus,28,15,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
44001,Exodus,28,15,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
44004,Exodus,28,16,Hebrew,RB<,qal,ptcp,PreC,adjv,V,HJH
44006,Exodus,28,16,Hebrew,KPL,qal,ptcp,PreC,verb,V,
44057,Exodus,28,20,Hebrew,CBY,pual,ptcp,PreC,verb,V,
44308,Exodus,28,32,Hebrew,>RG,qal,ptca,PreC,subs,V,HJH
44446,Exodus,28,39,Hebrew,RQM,qal,ptca,Objc,subs,,<FH
44568,Exodus,29,2,Hebrew,BLL,qal,ptcp,PreC,verb,V,
44575,Exodus,29,2,Hebrew,MCX,qal,ptcp,PreC,verb,V,
44775,Exodus,29,13,Hebrew,KSH,piel,ptca,PreC,verb,V,
45009,Exodus,29,22,Hebrew,KSH,piel,ptca,PreC,verb,V,
45290,Exodus,29,34,Hebrew,JTR,nif,ptca,Objc,subs,,FRP
45356,Exodus,29,37,Hebrew,NG<,qal,ptca,PreC,verb,V,
45398,Exodus,29,40,Hebrew,BLL,qal,ptcp,PreC,verb,V,
45532,Exodus,30,2,Hebrew,RB<,qal,ptcp,PreC,adjv,V,HJH
45736,Exodus,30,13,Hebrew,<BR,qal,ptca,PreC,verb,V,
45739,Exodus,30,13,Hebrew,PQD,qal,ptcp,Cmpl,subs,V,
45759,Exodus,30,14,Hebrew,<BR,qal,ptca,PreC,verb,V,
45762,Exodus,30,14,Hebrew,PQD,qal,ptcp,Cmpl,subs,V,
45959,Exodus,30,25,Hebrew,RQX,qal,ptca,Objc,subs,,<FH
46020,Exodus,30,29,Hebrew,NG<,qal,ptca,PreC,verb,V,
46108,Exodus,30,35,Hebrew,RQX,qal,ptca,Objc,subs,,<FH
46109,Exodus,30,35,Hebrew,MLX,pual,ptcp,Objc,adjv,,<FH
46399,Exodus,31,14,Hebrew,<FH,qal,ptca,PreC,verb,V,
46428,Exodus,31,15,Hebrew,<FH,qal,ptca,PreC,verb,V,
46500,Exodus,31,18,Hebrew,KTB,qal,ptcp,PreC,verb,V,
46905,Exodus,32,18,Hebrew,CM<,qal,ptca,PreC,verb,SV,
47328,Exodus,33,3,Hebrew,ZWB,qal,ptca,Cmpl,adjv,,CLX
47432,Exodus,33,7,Hebrew,BQC,piel,ptca,PreC,verb,V,
47498,Exodus,33,10,Hebrew,<MD,qal,ptca,PreC,verb,V,
47532,Exodus,33,11,Hebrew,CRT,piel,ptca,Subj,subs,S,MWC
47550,Exodus,33,12,Hebrew,>MR,qal,ptca,PreC,verb,SV,
47618,Exodus,33,15,Hebrew,HLK,qal,ptca,PreC,verb,SV,
47796,Exodus,34,2,Hebrew,KWN,nif,ptca,PreC,adjv,V,HJH
47910,Exodus,34,7,Hebrew,NYR,qal,ptca,PreC,verb,V,
47915,Exodus,34,7,Hebrew,NF>,qal,ptca,PreC,verb,V,
47925,Exodus,34,7,Hebrew,PQD,qal,ptca,PreC,verb,V,
47979,Exodus,34,10,Hebrew,KRT,qal,ptca,PreC,verb,SV,
47985,Exodus,34,10,Hebrew,PL>,nif,ptca,Objc,subs,,<FH
48015,Exodus,34,10,Hebrew,<FH,qal,ptca,PreC,verb,SV,
48026,Exodus,34,11,Hebrew,GRC,qal,ptca,PreC,verb,V,
48053,Exodus,34,12,Hebrew,JCB,qal,ptca,Cmpl,subs,,KRT
48058,Exodus,34,12,Hebrew,BW>,qal,ptca,PreC,verb,SV,
48095,Exodus,34,15,Hebrew,JCB,qal,ptca,Cmpl,subs,,KRT
48540,Exodus,35,2,Hebrew,<FH,qal,ptca,PreC,verb,V,
48907,Exodus,35,23,Hebrew,>DM,pual,ptcp,Subj,adjv,S,MY>
48913,Exodus,35,24,Hebrew,RWM,hif,ptca,PreC,verb,V,
49135,Exodus,35,35,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
49137,Exodus,35,35,Hebrew,RQM,qal,ptca,Objc,subs,,<FH
49154,Exodus,35,35,Hebrew,>RG,qal,ptca,Objc,subs,,<FH
49155,Exodus,35,35,Hebrew,<FH,qal,ptca,Objc,subs,,ML>
49159,Exodus,35,35,Hebrew,XCB,qal,ptca,Objc,subs,,ML>
49266,Exodus,36,4,Hebrew,<FH,qal,ptca,PreC,verb,V,
49278,Exodus,36,4,Hebrew,<FH,qal,ptca,PreC,verb,SV,
49285,Exodus,36,5,Hebrew,RBH,hif,ptca,PreC,verb,VS,
49351,Exodus,36,8,Hebrew,<FH,qal,ptca,Subj,subs,S,<FH
49360,Exodus,36,8,Hebrew,CZR,hof,ptcp,Objc,adjv,S,<FH
49370,Exodus,36,8,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
49466,Exodus,36,12,Hebrew,QBL,hif,ptca,PreC,verb,VS,
49591,Exodus,36,19,Hebrew,>DM,pual,ptcp,Objc,adjv,,<FH
49609,Exodus,36,20,Hebrew,<MD,qal,ptca,PreC,verb,V,
49633,Exodus,36,22,Hebrew,CLB,pual,ptcp,PreC,verb,VS,
49734,Exodus,36,28,Hebrew,QY<,pual,ptcp,Cmpl,subs,,<FH
49871,Exodus,36,35,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
49873,Exodus,36,35,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
49909,Exodus,36,37,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
50069,Exodus,37,9,Hebrew,PRF,qal,ptca,PreC,subs,SV,HJH
50073,Exodus,37,9,Hebrew,SKK,qal,ptca,PreC,verb,V,
50233,Exodus,37,18,Hebrew,JY>,qal,ptca,PreC,verb,SV,
50278,Exodus,37,19,Hebrew,JY>,qal,ptca,PreC,verb,V,
50318,Exodus,37,21,Hebrew,JY>,qal,ptca,PreC,verb,V,
50363,Exodus,37,25,Hebrew,RB<,qal,ptcp,PreC,verb,V,
50455,Exodus,38,1,Hebrew,RB<,qal,ptcp,PreC,verb,V,
50723,Exodus,38,17,Hebrew,XCQ,pual,ptcp,PreC,verb,SV,
50860,Exodus,38,24,Hebrew,<FH,qal,ptcp,PreC,verb,V,
50923,Exodus,38,26,Hebrew,<BR,qal,ptca,PreC,verb,V,
50926,Exodus,38,26,Hebrew,PQD,qal,ptcp,Cmpl,subs,V,
51106,Exodus,39,2,Hebrew,CZR,hof,ptcp,Objc,adjv,,<FH
51179,Exodus,39,6,Hebrew,SBB,hof,ptcp,PreC,verb,V,
51182,Exodus,39,6,Hebrew,PTX=,pual,ptcp,PreC,verb,V,
51213,Exodus,39,8,Hebrew,XCB,qal,ptca,Objc,subs,,<FH
51227,Exodus,39,9,Hebrew,RB<,qal,ptcp,PreC,adjv,V,HJH
51239,Exodus,39,9,Hebrew,KPL,qal,ptcp,PreC,verb,V,
51282,Exodus,39,13,Hebrew,SBB,hof,ptcp,PreC,verb,V,
51464,Exodus,39,22,Hebrew,>RG,qal,ptca,Objc,subs,,<FH
51495,Exodus,39,24,Hebrew,CZR,hof,ptcp,PreC,verb,V,
51545,Exodus,39,27,Hebrew,>RG,qal,ptca,Objc,subs,,<FH
52955,Leviticus,2,4,Hebrew,BLL,qal,ptcp,PreC,verb,V,
52962,Leviticus,2,4,Hebrew,MCX,qal,ptcp,PreC,verb,V,
52974,Leviticus,2,5,Hebrew,BLL,qal,ptcp,PreC,verb,V,
53121,Leviticus,2,14,Hebrew,QLH,qal,ptcp,PreC,verb,V,
53168,Leviticus,3,1,Hebrew,QRB,hif,ptca,PreC,verb,SV,
53215,Leviticus,3,3,Hebrew,KSH,piel,ptca,PreC,verb,V,
53296,Leviticus,3,7,Hebrew,QRB,hif,ptca,PreC,verb,SV,
53352,Leviticus,3,9,Hebrew,KSH,piel,ptca,PreC,verb,V,
53444,Leviticus,3,14,Hebrew,KSH,piel,ptca,PreC,verb,V,
53684,Leviticus,4,8,Hebrew,KSH,piel,ptca,PreC,verb,V,
54500,Leviticus,5,9,Hebrew,C>R,nif,ptca,PreC,verb,V,
55077,Leviticus,6,9,Hebrew,JTR,nif,ptca,PreC,verb,V,
55241,Leviticus,6,19,Hebrew,XV>,piel,ptca,PreC,verb,V,
55365,Leviticus,7,3,Hebrew,KSH,piel,ptca,PreC,verb,V,
55440,Leviticus,7,8,Hebrew,QRB,hif,ptca,PreC,verb,V,
55464,Leviticus,7,9,Hebrew,<FH,nif,ptca,PreC,verb,V,
55475,Leviticus,7,9,Hebrew,QRB,hif,ptca,PreC,verb,V,
55482,Leviticus,7,10,Hebrew,BLL,qal,ptcp,PreC,verb,V,
55518,Leviticus,7,12,Hebrew,BLL,qal,ptcp,PreC,verb,V,
55525,Leviticus,7,12,Hebrew,MCX,qal,ptcp,PreC,verb,V,
55531,Leviticus,7,12,Hebrew,RBK,hof,ptcp,Objc,adjv,,QRB
55533,Leviticus,7,12,Hebrew,BLL,qal,ptcp,PreC,verb,V,
55561,Leviticus,7,14,Hebrew,ZRQ,qal,ptca,PreC,verb,V,
55600,Leviticus,7,16,Hebrew,JTR,nif,ptca,PreC,verb,V,
55605,Leviticus,7,17,Hebrew,JTR,nif,ptca,PreC,verb,V,
55635,Leviticus,7,18,Hebrew,QRB,hif,ptca,PreC,verb,V,
55646,Leviticus,7,18,Hebrew,>KL,qal,ptca,PreC,verb,V,
55770,Leviticus,7,25,Hebrew,>KL,qal,ptca,PreC,verb,V,
55786,Leviticus,7,25,Hebrew,>KL,qal,ptca,PreC,verb,V,
55832,Leviticus,7,29,Hebrew,QRB,hif,ptca,PreC,verb,V,
56794,Leviticus,8,32,Hebrew,JTR,nif,ptca,PreC,verb,V,
56950,Leviticus,9,4,Hebrew,BLL,qal,ptcp,PreC,verb,V,
57632,Leviticus,10,12,Hebrew,JTR,nif,ptca,Cmpl,adjv,S,DBR
57638,Leviticus,10,12,Hebrew,JTR,nif,ptca,PreC,verb,V,
57754,Leviticus,10,16,Hebrew,JTR,nif,ptca,Cmpl,adjv,,QYP
57875,Leviticus,11,3,Hebrew,PRS,hif,ptca,PreC,verb,V,
57878,Leviticus,11,3,Hebrew,CS<,qal,ptca,PreC,verb,V,
57881,Leviticus,11,3,Hebrew,<LH,hif,ptca,PreC,verb,V,
57894,Leviticus,11,4,Hebrew,<LH,hif,ptca,Objc,subs,,>KL
57899,Leviticus,11,4,Hebrew,PRS,hif,ptca,Objc,subs,,>KL
57912,Leviticus,11,4,Hebrew,PRS,hif,ptca,PreC,verb,V,
57955,Leviticus,11,7,Hebrew,CS<,qal,ptca,PreC,verb,V,
58164,Leviticus,11,20,Hebrew,HLK,qal,ptca,PreC,verb,V,
58180,Leviticus,11,21,Hebrew,HLK,qal,ptca,PreC,verb,V,
58241,Leviticus,11,24,Hebrew,NG<,qal,ptca,PreC,verb,V,
58251,Leviticus,11,25,Hebrew,NF>,qal,ptca,PreC,verb,V,
58267,Leviticus,11,26,Hebrew,PRS,hif,ptca,PreC,verb,SV,
58272,Leviticus,11,26,Hebrew,CS<,qal,ptca,PreC,verb,V,
58276,Leviticus,11,26,Hebrew,<LH,hif,ptca,PreC,verb,V,
58282,Leviticus,11,26,Hebrew,NG<,qal,ptca,PreC,verb,V,
58287,Leviticus,11,27,Hebrew,HLK,qal,ptca,PreC,verb,V,
