,clause,verb,phrase,cmpl_type,cmpl_func
442738,442738,HLK[,697661,>L,DIR
442786,442786,>MR[,697800,>L,-
442809,442809,PNH[,697874,>L,DIR
442812,442812,BW>[,697885,>L,DIR
442818,442818,>MR[,697903,>L,-
442828,442828,RWY[,697934,>L,DIR
442837,442837,CWB[,697964,>L,DIR
442856,442856,NTN[,698025,>L,-
442860,442860,BW>[,698044,>L,DIR
442868,442868,>MR[,698073,>L,-
442875,442875,>MR[,698097,>L,-
442885,442885,>MR[,698118,>L,-
442897,442897,QRB[,698158,>L,DIR
442950,442950,>MR[,698320,>L,-
442957,442957,QRB[,698349,>L,DIR
442971,442971,>MR[,698394,>L,-
442981,442981,>MR[,698433,>L,-
442996,442996,LQX[,698481,>L,-
442999,442999,NTN[,698495,>L,-
443010,443010,BW>[,698539,>L,DIR
443044,443044,BW>[,698644,>L,DIR
443118,443118,>MR[,698893,>L,-
443133,443133,Y<Q[,698945,>L,-
443144,443144,>MR[,698979,>L,-
443148,443148,>MR[,698990,>L,-
443164,443164,>MR[,699037,>L,-
443167,443167,BW>[,699047,>L,DIR
443178,443178,<LH[,699082,>L,DIR
443211,443211,BW>[,699201,>L,DIR
443218,443218,>MR[,699221,>L,-
443267,443267,CLX[,699358,>L,DIR
443318,443318,>MR[,699498,>L,-
443334,443334,>MR[,699555,>L,-
443338,443338,CLX[,699571,>L,DIR
443359,443359,BW>[,699624,>L,DIR
443361,443361,>MR[,699631,>L,-
443366,443366,BW>[,699650,>L,DIR
443369,443369,>MR[,699659,>L,-
443370,443370,CLX[,699662,>L,DIR
443379,443379,>MR[,699685,>L,-
443384,443384,>MR[,699701,>L,-
443385,443385,HLK[,699703,>L,DIR
443390,443390,BW>[,699715,>L,DIR
443396,443396,BW>[,699730,>L,DIR
443400,443400,HLK[,699741,>L,DIR
443403,443403,>MR[,699750,>L,-
443407,443407,>MR[,699763,>L,-
443417,443417,BW>[,699792,>L,DIR
443446,443446,LXY[,699882,>L,DIR
443466,443466,>MR[,699943,>L,-
443479,443479,>MR[,699982,>L,-
443488,443488,>MR[,700018,>L,-
443496,443496,>MR[,700038,>L,-
443504,443504,JY>[,700061,>L,DIR
443508,443508,>MR[,700069,>L,-
443509,443509,CLX[,700074,>L,DIR
443511,443511,HLK[,700080,>L,DIR
443514,443514,>MR[,700089,>L,-
443515,443515,BW>[,700092,>L,DIR
443531,443531,>MR[,700139,>L,-
443547,443547,>MR[,700188,>L,-
443552,443552,CWB[,700203,>L,DIR
443554,443554,CWB[,700209,>L,DIR
443574,443574,>MR[,700270,>L,-
443585,443585,>MR[,700296,>L,-
443586,443586,HLK[,700301,>L,DIR
443594,443594,>MR[,700328,>L,-
443600,443600,CWB[,700347,>L,DIR
443602,443602,BW>[,700353,>L,DIR
443641,443641,>MR[,700459,>L,-
443645,443645,>MR[,700471,>L,-
443651,443651,>MR[,700486,>L,-
443653,443653,LQX[,700490,>L,DIR
443658,443658,>MR[,700509,>L,-
443669,443669,CJT[,700545,>L,DIR
443703,443703,XRH[,700627,>L,-
443705,443705,>MR[,700634,>L,-
443710,443710,BRX[,700648,>L,DIR
443714,443714,>MR[,700660,>L,-
443716,443716,CLX[,700666,>L,DIR
443777,443777,ZNH[,700828,>L,-
443783,443783,>MR[,700850,>L,-
443787,443787,>MR[,700865,>L,-
443796,443796,BW>[,700898,>L,DIR
443797,443797,DQR[,700902,>L,?
443825,443825,>MR[,700991,>L,-
443991,443991,>MR[,701373,>L,-
444012,444012,>MR[,701447,>L,-
444013,444013,<LH[,701449,>L,DIR
444031,444031,>MR[,701511,>L,-
444053,444053,>MR[,701583,>L,-
444184,444184,>MR[,701985,>L,-
444284,444284,JY>[,702307,>L,DIR
444288,444288,>MR[,702317,>L,-
444305,444305,>MR[,702372,>L,-
444318,444318,BW>[,702410,>L,DIR
444319,444319,>MR[,702414,>L,-
444360,444360,QRB[,702550,>L,DIR
444362,444362,>MR[,702556,>L,-
444383,444383,>MR[,702622,>L,-
444398,444398,<BR[,702665,>L,DIR
444406,444406,BW>[,702688,>L,DIR
444428,444428,NGC[,702754,>L,DIR
444436,444436,CWB[,702779,>L,DIR
444440,444440,>MR[,702796,>L,-
444457,444457,>MR[,702860,>L,-
444465,444465,>MR[,702886,>L,-
444584,444584,<LH[,703268,>L,DIR
444611,444611,>MR[,703359,>L,-
444612,444612,<BR[,703364,>L,DIR
444641,444641,>MR[,703452,>L,-
444642,444642,BW>[,703456,>L,DIR
444737,444737,>MR[,703762,>L,-
444803,444803,CWB[,703975,>L,DIR
444814,444814,NWS[,704010,>L,DIR
