,clause,verb,phrase,cmpl_type
443231,443231,XNH[,699260,B
443233,443233,XNH[,699266,B
443236,443236,XNH[,699275,B
443269,443269,<BR[,699361,B
443270,443270,NVH[,699364,B
443272,443272,HLK[,699368,B
443275,443275,<BR[,699379,B
443285,443285,JCB[,699413,B
443308,443308,JCB[,699470,B
443328,443328,XNH[,699530,B
443413,443413,JCB[,699779,B
443438,443438,HLK[,699856,B
443441,443441,<MD[,699866,B
443451,443451,<MD[,699892,B
443494,443494,R<<[,700032,B
443520,443520,FJM[,700103,B
443582,443582,FJM[,700290,B
443654,443654,JCR[,700493,B
443665,443665,VWB[,700534,B
443775,443775,JCB[,700823,B
443782,443782,XRH[,700846,B
444311,444311,BW>[,702386,B
444315,444315,BW>[,702398,B
444417,444417,XRH[,702721,B
444435,444435,JCB[,702775,B
444491,444491,JCB[,702975,B
444509,444509,XNH[,703041,B
444511,444511,XNH[,703047,B
444520,444520,XNH[,703074,B
444528,444528,XNH[,703098,B
444530,444530,XNH[,703104,B
444532,444532,XNH[,703110,B
444534,444534,XNH[,703116,B
444538,444538,XNH[,703129,B
444540,444540,XNH[,703135,B
444542,444542,XNH[,703141,B
444544,444544,XNH[,703147,B
444546,444546,XNH[,703153,B
444548,444548,XNH[,703159,B
444550,444550,XNH[,703165,B
444552,444552,XNH[,703171,B
444554,444554,XNH[,703177,B
444556,444556,XNH[,703183,B
444558,444558,XNH[,703189,B
444560,444560,XNH[,703195,B
444562,444562,XNH[,703201,B
444564,444564,XNH[,703207,B
444566,444566,XNH[,703213,B
444568,444568,XNH[,703219,B
444570,444570,XNH[,703225,B
444572,444572,XNH[,703231,B
444574,444574,XNH[,703237,B
444576,444576,XNH[,703243,B
444578,444578,XNH[,703249,B
444580,444580,XNH[,703255,B
444583,444583,XNH[,703263,B
444592,444592,XNH[,703297,B
444594,444594,XNH[,703303,B
444596,444596,XNH[,703309,B
444598,444598,XNH[,703315,B
444600,444600,XNH[,703322,B
444602,444602,XNH[,703328,B
444604,444604,XNH[,703334,B
444606,444606,XNH[,703341,B
444618,444618,JCB[,703383,B
444795,444795,JCB[,703940,B
444802,444802,JCB[,703968,B
444807,444807,<NH[,703991,B
444816,444816,JCB[,704013,B
444854,444854,DBQ[,704139,B
444860,444860,DBQ[,704163,B
444949,444949,<LH[,704431,B
444951,444951,JVB[,704437,B
444996,444996,HLK[,704565,B
445008,445008,DRK[,704595,B
445057,445057,CM<[,704731,B
445059,445059,JCB[,704738,B
445097,445097,JCB[,704862,B
445100,445100,JCB[,704874,B
445130,445130,JCB[,704967,B
445161,445161,<BR[,705049,B
445162,445162,HLK[,705050,B
445253,445253,JCB[,705332,B
445292,445292,R>H[,705440,B
445300,445300,JCB[,705465,B
445382,445382,<WP[,705704,B
445439,445439,CM<[,705879,B
445468,445468,BXR[,705970,B
445521,445521,<LH[,706139,B
445622,445622,HLK[,706435,B
445682,445682,XRH[,706601,B
445732,445732,XRH[,706755,B
445743,445743,XCQ[,706793,B
445745,445745,BXR[,706796,B
445788,445788,>MR[,706924,B
445856,445856,HLK[,707126,B
445894,445894,>MR[,707234,B
445913,445913,CM<[,707286,B
445933,445933,>MR[,707336,B
445960,445960,JCB[,707419,B
445996,445996,TPF[,707528,B
446029,446029,CM<[,707631,B
446040,446040,PDH[,707660,B
446090,446090,<MD[,707817,B
446106,446106,HLK[,707858,B
446131,446131,DBQ[,707929,B
446200,446200,XRH[,708142,B
446223,446223,HLK[,708217,B
446224,446224,DBQ[,708220,B
446229,446229,DRK[,708235,B
446233,446233,DRK[,708251,B
446259,446259,JCB[,708330,B
446285,446285,FMX[,708414,B
446294,446294,JCB[,708446,B
446300,446300,BXR[,708464,B
446312,446312,BXR[,708502,B
446326,446326,BXR[,708546,B
446328,446328,FMX[,708553,B
446377,446377,JCB[,708696,B
446395,446395,QWM[,708749,B
446410,446410,CM<[,708791,B
446412,446412,DBQ[,708797,B
446419,446419,HLK[,708820,B
446471,446471,DBQ[,708971,B
446477,446477,CM<[,708990,B
446509,446509,NG<[,709075,B
446552,446552,NTN[,709194,B
446555,446555,BXR[,709205,B
446588,446588,CM<[,709309,B
446596,446596,MCL[,709332,B
446597,446597,MCL[,709334,B
446609,446609,R<<[,709378,B
446640,446640,NTN[,709483,B
446643,446643,QCH[,709494,B
446651,446651,<BD[,709518,B
446685,446685,BXR[,709640,B
446709,446709,FMX[,709708,B
446769,446769,BXR[,709901,B
446798,446798,JCB[,709983,B
446803,446803,BXR[,709999,B
446813,446813,CWB[,710032,B
446821,446821,QR>[,710064,B
446897,446897,>MR[,710294,B
446910,446910,JCB[,710338,B
446924,446924,BW>[,710384,B
446952,446952,HLK[,710466,B
446972,446972,GBL[,710538,B
446973,446973,NXL[,710541,B
446976,446976,QWM[,710550,B
446980,446980,QWM[,710561,B
447119,447119,MCK[,710956,B
447125,447125,BXR[,710978,B
447148,447148,XCQ[,711052,B
447154,447154,JCB[,711072,B
447160,447160,XPY[,711092,B
447184,447184,TPF[,711167,B
447244,447244,XRC=[,711360,B
447330,447330,BW>[,711635,B
447331,447331,BW>[,711639,B
447332,447332,BW>[,711643,B
447333,447333,BW>[,711647,B
447334,447334,BW>[,711651,B
447350,447350,BW>[,711706,B
447359,447359,RXY[,711734,B
447368,447368,XPR=[,711760,B
447380,447380,BXR[,711800,B
447406,447406,BW>[,711880,B
447409,447409,BW>[,711891,B
447418,447418,NTN[,711924,B
447425,447425,NTN[,711945,B
447439,447439,JY>[,711988,B
447465,447465,<MD[,712060,B
447553,447553,JRQ[,712332,B
447592,447592,JCB[,712455,B
447596,447596,FJM[,712468,B
447630,447630,FMX[,712574,B
447647,447647,CM<[,712629,B
447660,447660,HLK[,712664,B
447662,447662,CM<[,712670,B
447707,447707,CM<[,712807,B
447716,447716,<MD[,712833,B
447774,447774,CM<[,712949,B
447781,447781,CM<[,712969,B
447801,447801,HLK[,713026,B
447826,447826,CM<[,713109,B
447878,447878,JCB[,713255,B
447918,447918,HLK[,713386,B
447931,447931,CM<[,713425,B
447962,447962,R<<[,713532,B
447973,447973,R<<[,713562,B
447986,447986,DBQ[,713603,B
447992,447992,CM<[,713622,B
448071,448071,JCB[,713884,B
448072,448072,<BR[,713888,B
448087,448087,HLK[,713926,B
448091,448091,<CN[,713940,B
448092,448092,RBY[,713943,B
448106,448106,<LH[,713989,B
448108,448108,HPK[,713995,B
448121,448121,XRH[,714035,B
448136,448136,CM<[,714081,B
448157,448157,CM<[,714148,B
448164,448164,CM<[,714172,B
448191,448191,HLK[,714248,B
448212,448212,BXR[,714306,B
448215,448215,CM<[,714313,B
448216,448216,DBQ[,714316,B
448309,448309,XRH[,714582,B
448519,448519,XSH[,715129,B
448538,448538,>XZ[,715177,B
448575,448575,M<L[,715296,B
448722,448722,QWM[,715718,B
448736,448736,DRK[,715760,B
448759,448759,HGH[,715823,B
448774,448774,<BR[,715862,B
448790,448790,JCB[,715904,B
448898,448898,PG<[,716224,B
448948,448948,<BR[,716379,B
448958,448958,HLK[,716408,B
448959,448959,<BR[,716412,B
448978,448978,<MD[,716464,B
448991,448991,NWX[,716505,B
449011,449011,<MD[,716563,B
449028,449028,LJN[,716611,B
449082,449082,XNH[,716793,B
449126,449126,HLK[,716926,B
449129,449129,CM<[,716935,B
449141,449141,JCB[,716972,B
449146,449146,XNH[,716990,B
449189,449189,TQ<[,717132,B
449191,449191,MCK[,717136,B
449210,449210,TQ<[,717189,B
449215,449215,TQ<[,717205,B
449227,449227,LJN[,717239,B
449233,449233,TQ<[,717257,B
449237,449237,TQ<[,717269,B
449247,449247,TQ<[,717302,B
449266,449266,TQ<[,717359,B
449292,449292,JCB[,717439,B
449307,449307,XRH[,717488,B
449339,449339,JCB[,717589,B
449356,449356,FJM[,717645,B
449482,449482,LJN[,718013,B
449497,449497,HLK[,718062,B
449563,449563,NVH[,718271,B
449672,449672,NG<[,718623,B
449741,449741,<MD[,718840,B
449754,449754,MWT[,718881,B
449755,449755,HRG[,718885,B
449760,449760,DMM[,718899,B
449767,449767,<MD[,718922,B
449771,449771,CM<[,718935,B
449923,449923,NPL[,719397,B
450038,450038,BW>[,719688,B
450041,450041,BW>[,719696,B
450066,450066,MLK[,719761,B
450069,450069,MLK[,719768,B
450074,450074,JCB[,719785,B
450090,450090,MLK[,719825,B
450115,450115,NXL[,719907,B
450144,450144,DRK[,720010,B
450151,450151,HLK[,720038,B
450322,450322,PG<[,720512,B
450330,450330,JCB[,720539,B
450365,450365,PG<[,720649,B
450371,450371,JCB[,720670,B
450441,450441,<BR[,720900,B
450450,450450,<LH[,720943,final_h
450506,450506,NXL[,721101,B
450510,450510,PG<[,721116,B
450528,450528,PG<[,721173,B
450534,450534,PG<[,721194,B
450537,450537,PG<[,721203,final_h
450550,450550,PG<[,721250,B
450551,450551,PG<[,721253,B
450571,450571,JCB[,721311,B
450580,450580,JCB[,721343,B
450603,450603,JCB[,721422,B
450718,450718,JCB[,721702,B
450721,450721,<MD[,721716,B
450744,450744,HLK[,721793,B
450746,450746,DBQ[,721799,B
450784,450784,M<L[,721915,B
450793,450793,MRD[,721948,B
450799,450799,MRD[,721969,B
450805,450805,GW<[,721994,B
450850,450850,MRD[,722121,B
450857,450857,JVB[,722143,B
450865,450865,JVB[,722174,B
450877,450877,BW>[,722214,B
450881,450881,BW>[,722225,B
450901,450901,BW>[,722282,B
450906,450906,DBQ[,722298,B
450910,450910,<MD[,722313,B
450920,450920,DBQ[,722339,B
450922,450922,BW>[,722345,B
450947,450947,XRH[,722430,B
450955,450955,JCB[,722456,B
450977,450977,<FH[,722536,B
450978,450978,JCB[,722539,B
451003,451003,JG<[,722621,B
451005,451005,JCB[,722627,B
451014,451014,R<<[,722655,B
451034,451034,HLK[,722709,B
451035,451035,<BR[,722712,B
451067,451067,CM<[,722801,B
451097,451097,C>L[,722918,B
451105,451105,<LH[,722942,B
451107,451107,HLK[,722950,B
451178,451178,JCB[,723181,B
451197,451197,JCB[,723247,B
451204,451204,JCB[,723272,B
451206,451206,JCB[,723280,B
451209,451209,JCB[,723291,B
451212,451212,JCB[,723301,B
451218,451218,JCB[,723321,B
451232,451232,CM<[,723365,B
451270,451270,XRH[,723491,B
451301,451301,XRH[,723591,B
451312,451312,HLK[,723624,B
451333,451333,JCB[,723685,B
451341,451341,XRH[,723712,B
451426,451426,TQ<[,723976,B
451448,451448,MLK[,724056,B
451463,451463,MCK[,724107,B
451532,451532,YNX[,724334,B
451619,451619,CKN[,724534,B
451696,451696,BW>[,724736,B
451714,451714,CM<[,724800,B
451772,451772,NG<[,724977,B
451840,451840,RJB[,725173,B
451844,451844,XNH[,725186,B
451846,451846,TQ<[,725193,B
451868,451868,XRH[,725266,B
451889,451889,QR>[,725335,B
451934,451934,JRD[,725469,B
451942,451942,JRD[,725491,B
451981,451981,TQ<[,725605,B
451983,451983,TQ<[,725611,B
451986,451986,BW>[,725622,B
451989,451989,TQ<[,725630,B
451992,451992,TQ<[,725639,B
452108,452108,PG<[,725979,B
452115,452115,MCL[,725999,B
452118,452118,MCL[,726011,B
452119,452119,MCL[,726016,B
452120,452120,MCL[,726019,B
452143,452143,JCB[,726098,B
452167,452167,MCL[,726179,B
452168,452168,MCL[,726183,B
452188,452188,<MD[,726248,B
452242,452242,FMX[,726414,B
452243,452243,FMX[,726418,B
452255,452255,BGD[,726460,B
452267,452267,<BR[,726496,B
452268,452268,BVX[,726499,B
452299,452299,>RB[,726590,B
452331,452331,M>S[,726688,B
452339,452339,JCB[,726715,B
452341,452341,JCB[,726721,B
452347,452347,>RB[,726740,B
452387,452387,XNH[,726855,B
452437,452437,XRH[,727008,B
452463,452463,BXR[,727084,B
452472,452472,QYR[,727115,B
452474,452474,XNH[,727121,B
452476,452476,XNH[,727127,B
452490,452490,NXL[,727168,B
452493,452493,JCB[,727178,B
452545,452545,HLK[,727355,B
452549,452549,<BR[,727367,B
452553,452553,JCB[,727381,B
452554,452554,HLK[,727384,B
452557,452557,XNH[,727394,B
452558,452558,BW>[,727398,B
452564,452564,<BR[,727421,B
452566,452566,XNH[,727428,B
452586,452586,JCB[,727489,B
452767,452767,CM<[,728052,B
452802,452802,>KL[,728161,B
452821,452821,<LH[,728219,B
452857,452857,JCR[,728337,B
452874,452874,JCR[,728392,B
452939,452939,XRC=[,728594,B
452988,452988,JCB[,728750,B
452990,452990,XNH[,728756,B
453013,453013,PG<[,728818,B
453028,453028,B<R[,728860,B
453047,453047,NPL[,728915,B
453071,453071,>XZ[,728985,B
453133,453133,TQ<[,729175,B
453329,453329,C>L[,729765,B
453336,453336,HLK[,729785,B
453368,453368,XNH[,729876,B
453410,453410,BW>[,729995,B
453434,453434,PG<[,730060,B
453454,453454,JCB[,730126,B
453481,453481,XZQ[,730215,B
453502,453502,PYR[,730272,B
453536,453536,LJN[,730363,B
453543,453543,QRB[,730384,B
453544,453544,LJN[,730387,B
453551,453551,LJN[,730404,B
453553,453553,JCB[,730409,B
453665,453665,>XZ[,730736,B
453685,453685,<FH[,730789,B
453698,453698,CM<[,730824,B
453712,453712,C>L[,730868,B
453729,453729,C>L[,730930,B
453746,453746,C>L[,730982,B
453772,453772,<RK[,731067,B
453794,453794,HPK[,731144,B
453828,453828,JCB[,731250,B
453912,453912,>RB[,731513,B
453916,453916,XWL[,731522,B
453934,453934,JCB[,731581,B
453984,453984,R>H[,731733,B
454070,454070,<LY[,731992,B
454071,454071,RWM[,731995,B
454073,454073,FMX[,732001,B
454104,454104,GBR[,732083,B
454192,454192,B<V[,732361,B
454286,454286,CKB[,732615,B
454345,454345,XNH[,732795,B
454355,454355,BW>[,732831,B
454566,454566,NG<[,733457,B
454575,454575,HLK[,733485,B
454607,454607,R>H[,733589,B
454626,454626,JCB[,733646,B
454678,454678,BW>[,733822,B
454698,454698,HLK[,733898,B
454706,454706,HLK[,733925,B
454709,454709,R<<[,733935,B
454727,454727,CM<[,733986,B
454756,454756,CM<[,734084,B
454767,454767,CM<[,734117,B
454787,454787,<BR[,734171,B
454788,454788,<BR[,734174,B
454790,454790,<BR[,734180,B
454792,454792,<BR[,734185,B
454794,454794,BW>[,734191,B
454877,454877,<YR[,734423,B
455051,455051,C>L[,734937,B
455061,455061,BXR[,734970,B
455067,455067,KTB[,734990,B
455072,455072,NG<[,735011,B
455131,455131,BW>[,735196,B
455156,455156,CM<[,735278,B
455167,455167,<NH[,735308,B
455226,455226,CM<[,735482,B
455230,455230,CM<[,735498,B
455243,455243,<FH[,735533,B
455288,455288,TQ<[,735683,B
455300,455300,XNH[,735717,B
455352,455352,XNH[,735882,B
455468,455468,<LH[,736232,B
455485,455485,BW>[,736288,B
455528,455528,PWY[,736424,B
455544,455544,BZZ[,736474,B
455552,455552,C>L[,736498,B
455708,455708,CM<[,736958,B
455713,455713,CM<[,736973,B
455714,455714,HLK[,736976,B
455722,455722,CM<[,737001,B
455736,455736,CM<[,737033,B
455816,455816,BW>[,737264,B
455840,455840,BXR[,737340,B
455914,455914,XNH[,737554,B
455964,455964,HLK[,737703,B
456033,456033,XRH[,737905,B
456142,456142,VB<[,738249,B
456162,456162,NPL[,738309,B
456210,456210,JVB[,738436,B
456224,456224,R<<[,738471,B
456271,456271,JCR[,738636,B
456281,456281,XPY[,738668,B
456301,456301,JCR[,738728,B
456325,456325,XPY[,738805,B
456332,456332,JCB[,738822,B
456342,456342,XV>[,738858,B
456350,456350,XV>[,738887,B
456352,456352,CM<[,738894,B
456418,456418,JCB[,739095,B
456606,456606,XRH[,739659,B
456703,456703,QDC[,739956,B
456768,456768,JCB[,740172,B
456839,456839,PG<[,740385,B
456842,456842,PG<[,740394,B
456844,456844,PG<[,740401,B
456857,456857,SBB[,740446,B
456867,456867,C>L[,740476,B
456879,456879,C>L[,740512,B
456898,456898,BW>[,740570,B
456931,456931,JCB[,740662,B
456932,456932,JCB[,740665,B
456949,456949,JCB[,740727,B
456987,456987,JCB[,740831,B
457007,457007,JCB[,740888,B
457027,457027,JVB[,740948,B
457044,457044,HLK[,741002,B
457114,457114,QWM[,741212,B
457198,457198,<JV[,741464,B
457261,457261,BW>[,741645,B
457297,457297,BW>[,741763,B
457314,457314,CM<[,741803,B
457370,457370,XNH[,741983,B
457410,457410,JRD[,742117,B
457483,457483,JQR[,742315,B
457496,457496,GDL[,742357,B
457497,457497,GDL[,742361,B
457529,457529,JCB[,742476,B
457551,457551,JCB[,742539,B
457573,457573,XNH[,742613,B
457575,457575,XNH[,742620,B
457579,457579,C>L[,742634,B
457584,457584,DRC[,742652,B
457611,457611,Z<Q[,742734,B
457651,457651,CM<[,742851,B
457666,457666,CM<[,742911,B
457671,457671,CM<[,742927,B
457675,457675,HLK[,742940,B
457679,457679,PRY[,742949,B
457710,457710,JRD[,743051,B
457744,457744,<LH[,743164,B
457784,457784,C>L[,743283,B
457903,457903,NPL[,743636,B
457932,457932,JCB[,743730,B
457957,457957,JCB[,743808,B
458030,458030,PG<[,744011,B
458035,458035,<NH[,744025,B
458065,458065,NPL[,744109,B
458074,458074,C>L[,744136,B
458076,458076,<LH[,744140,B
458087,458087,JCB[,744167,B
458192,458192,TQ<[,744494,B
458197,458197,HLK[,744511,B
458210,458210,>WR[,744554,B
458287,458287,VWB[,744786,B
458297,458297,MLK[,744819,B
458372,458372,JVB[,745050,B
458435,458435,>XZ[,745245,B
458447,458447,QBR[,745287,B
458480,458480,NG<[,745386,B
458484,458484,JCB[,745399,B
458510,458510,C>L[,745488,B
458517,458517,BW>[,745509,B
458527,458527,C>L[,745543,B
458558,458558,>XZ[,745640,B
458560,458560,XRH[,745647,B
458612,458612,BXR[,745828,B
458623,458623,JCB[,745862,B
458642,458642,JCB[,745918,B
458895,458895,JCB[,746727,B
459015,459015,JCB[,747100,B
459017,459017,JCB[,747108,B
459023,459023,CKB[,747125,B
459028,459028,KTB[,747144,B
459075,459075,R<<[,747283,B
459088,459088,R<<[,747328,B
459104,459104,CKB[,747372,B
459114,459114,XRH[,747403,B
459179,459179,CM<[,747617,B
459255,459255,FJM[,747833,B
459339,459339,CM<[,748076,B
459399,459399,PRY[,748257,B
459408,459408,PRY[,748282,B
459528,459528,NG<[,748625,B
459623,459623,JCB[,748917,B
459713,459713,MLK[,749187,B
459794,459794,XPY[,749420,B
459797,459797,VWB[,749426,B
459914,459914,R>H[,749764,B
459916,459916,HLK[,749775,B
459961,459961,C>L[,749906,B
459978,459978,JCR[,749956,B
460002,460002,NPL[,750026,B
460041,460041,LJN[,750148,B
460131,460131,JVB[,750421,B
460147,460147,>KL[,750478,B
460152,460152,XZQ[,750498,B
460186,460186,TQ<[,750605,B
460334,460334,JCB[,751035,B
460347,460347,MWT[,751077,B
460472,460472,CM<[,751459,B
460480,460480,VWB[,751493,B
460515,460515,TQ<[,751618,B
460522,460522,DBQ[,751639,B
460560,460560,>XZ[,751756,B
460572,460572,XPY[,751793,B
460593,460593,<MD[,751856,B
460638,460638,TQ<[,751971,B
460744,460744,NPL[,752311,B
460750,460750,XSH[,752328,B
460769,460769,<LH[,752375,B
460798,460798,XPY[,752452,B
460905,460905,LQX[,752727,B
460906,460906,NG<[,752732,B
460945,460945,BQ<[,752849,B
461017,461017,XRH[,752998,B
461024,461024,CWV[,753015,B
461031,461031,XPY[,753039,B
461036,461036,XNH[,753055,B
461044,461044,CWV[,753078,B
461080,461080,NPL[,753193,B
461082,461082,NPL[,753198,B
461140,461140,BW>[,753386,B
461147,461147,CKB[,753410,B
461275,461275,TQ<[,753800,B
461296,461296,TQ<[,753864,B
461351,461351,>XZ[,754026,B
461374,461374,HLK[,754090,B
461489,461489,CLX[,754434,B
461490,461490,PG<[,754437,B
461514,461514,PG<[,754513,B
461529,461529,PG<[,754552,B
461534,461534,PG<[,754569,B
461539,461539,CWB[,754583,B
461542,461542,PG<[,754596,B
461563,461563,JCB[,754664,B
461602,461602,PG<[,754784,B
461613,461613,HLK[,754817,B
461647,461647,JVB[,754914,B
461665,461665,HLK[,754980,B
461932,461932,>XZ=[,755744,B
461951,461951,HLK[,755796,B
461954,461954,HLK[,755804,B
461957,461957,CKN[,755814,B
461998,461998,NG<[,755949,B
462229,462229,CKN[,756648,B
462245,462245,BXR[,756694,B
462344,462344,HLK[,756986,B
462385,462385,BXR[,757109,B
462392,462392,>NP[,757131,B
462414,462414,PC<[,757195,B
462445,462445,HLK[,757282,B
462456,462456,HLK[,757315,B
462534,462534,JCR[,757558,B
462616,462616,XPY[,757812,B
462660,462660,NTN[,757969,B
462680,462680,BW>[,758038,B
462681,462681,BW>[,758043,B
462683,462683,DBQ[,758048,B
462760,462760,JCB[,758313,B
462761,462761,MLK[,758316,B
462765,462765,QWY[,758327,B
462783,462783,TPF[,758390,B
462795,462795,HLK[,758431,B
462810,462810,MLK[,758483,B
462816,462816,HLK[,758499,B
462848,462848,JCB[,758598,B
462939,462939,<LH[,758868,B
462941,462941,PC<[,758874,B
462968,462968,JCB[,758950,B
462971,462971,>MR[,758960,B
463062,463062,CWB[,759240,B
463064,463064,HLK[,759245,B
463065,463065,CWB[,759249,B
463105,463105,HLK[,759369,B
463106,463106,HLK[,759372,B
463310,463310,MLK[,759964,B
463313,463313,MLK[,759971,B
463348,463348,MLK[,760089,B
463350,463350,HLK[,760095,B
463369,463369,MLK[,760167,B
463408,463408,JCB[,760287,B
463426,463426,HLK[,760347,B
463451,463451,HLK[,760425,B
463457,463457,HLK[,760444,B
463503,463503,MLK[,760585,B
463525,463525,HLK[,760646,B
463541,463541,MLK[,760690,B
463550,463550,HLK[,760721,B
463602,463602,JCB[,760873,B
463686,463686,CM<[,761116,B
463723,463723,<BR[,761227,B
463724,463724,HLK[,761230,B
463725,463725,HLK[,761235,B
463802,463802,CLX[,761427,B
463823,463823,QR>[,761499,B
463824,463824,QR>[,761503,B
463827,463827,<NH[,761509,B
463836,463836,QR>[,761534,B
463841,463841,QR>[,761549,B
464003,464003,NG<[,761975,B
464028,464028,<MD[,762041,B
464289,464289,FJM[,762778,B
464298,464298,CM<[,762806,B
464315,464315,JY>[,762854,B
464351,464351,VWB[,762964,B
464383,464383,XTM[,763070,B
464387,464387,KTB[,763082,B
464492,464492,CKB[,763346,B
464524,464524,NTN[,763446,B
464553,464553,NTN[,763531,B
464574,464574,NTN[,763589,B
464644,464644,BW>[,763787,B
464647,464647,BW>[,763797,B
464664,464664,MCK[,763843,B
464674,464674,<BR[,763879,B
464697,464697,MLK[,763944,B
464699,464699,HLK[,763950,B
464720,464720,HLK[,764016,B
464729,464729,HLK[,764049,B
464735,464735,PC<[,764069,B
464742,464742,DRC[,764087,B
464751,464751,DRC[,764110,B
464773,464773,DRC[,764167,B
464825,464825,JQR[,764307,B
464829,464829,JQR[,764319,B
464838,464838,DRC[,764345,B
464840,464840,DRC[,764352,B
464904,464904,<BR[,764541,B
464960,464960,PYR[,764692,B
465018,465018,PC<[,764868,B
465024,465024,PC<[,764885,B
465218,465218,<MD[,765434,B
465327,465327,HLK[,765730,B
465445,465445,RXY[,766056,B
465454,465454,QR>[,766079,B
465458,465458,RXY[,766095,B
465472,465472,VBL[,766131,B
465488,465488,PYR[,766177,B
465529,465529,PRY[,766291,B
465535,465535,PQD[,766310,B
465552,465552,DBQ[,766355,B
465678,465678,CBH[,766690,B
465689,465689,BW>[,766722,B
465904,465904,GWR[,767325,B
465986,465986,VBL[,767551,B
465994,465994,MLK[,767574,B
465995,465995,HLK[,767577,B
466024,466024,MLK[,767673,B
466026,466026,HLK[,767679,B
466102,466102,TQ<[,767892,B
466214,466214,BW>[,768189,B
466237,466237,MY>[,768241,B
466341,466341,R>H[,768538,B
466363,466363,CLX[,768606,B
466416,466416,HLK[,768754,B
466531,466531,MLK[,769103,B
466616,466616,XRH[,769379,B
466624,466624,JCB[,769410,B
466627,466627,HLK[,769419,B
466628,466628,<MD[,769424,B
466645,466645,HLK[,769476,B
466654,466654,MWT[,769509,B
466693,466693,BW>[,769610,B
466700,466700,NG<[,769631,B
466720,466720,MLK[,769694,B
466731,466731,XZQ[,769726,B
466761,466761,JCB[,769814,B
466773,466773,PRY[,769854,B
466799,466799,MLK[,769948,B
466826,466826,MLK[,770032,B
466836,466836,JCB[,770065,B
466863,466863,MLK[,770148,B
466890,466890,<MD[,770234,B
466927,466927,MLK[,770347,B
466948,466948,MLK[,770409,B
466951,466951,HLK[,770419,B
467034,467034,<LH[,770699,B
467044,467044,HLK[,770734,B
467091,467091,HLK[,770885,B
467093,467093,M>S[,770891,B
467101,467101,HLK[,770918,B
467110,467110,JCB[,770951,B
467133,467133,JCB[,771019,B
467189,467189,MLK[,771213,B
467202,467202,BVX[,771251,B
467205,467205,DBQ[,771265,B
467212,467212,MRD[,771286,B
467225,467225,CM<[,771327,B
467249,467249,<MD[,771401,B
467263,467263,MRD[,771436,B
467267,467267,BW>[,771448,B
467474,467474,<LH[,772032,B
467478,467478,BW>[,772045,B
467497,467497,CWB[,772108,B
467498,467498,BW>[,772111,B
467512,467512,JCB[,772149,B
467619,467619,MLK[,772471,B
467699,467699,MLK[,772705,B
467704,467704,HLK[,772719,B
467710,467710,HLK[,772738,B
467723,467723,MLK[,772782,B
467727,467727,HLK[,772793,B
467808,467808,R>H[,773033,B
467824,467824,<MD[,773087,B
467928,467928,XRH[,773417,B
467953,467953,MLK[,773493,B
467958,467958,MLK[,773509,B
467973,467973,MLK[,773557,B
467980,467980,MRD[,773581,B
468004,468004,MLK[,773656,B
468009,468009,BW>[,773674,B
468031,468031,MLK[,773751,B
468037,468037,MRD[,773772,B
468043,468043,BW>[,773792,B
468045,468045,XZQ[,773798,B
468112,468112,JCB[,774020,B
427682,427682,CBT[,651930,MN
427686,427686,CBT[,651943,MN
427698,427698,<LH[,651977,MN
427735,427735,>KL[,652080,MN
427737,427737,>KL[,652087,MN
427758,427758,LQX[,652156,MN
427773,427773,>KL[,652208,MN
427775,427775,>KL[,652213,MN
427779,427779,>KL[,652223,MN
427795,427795,LQX[,652269,MN
427818,427818,>KL[,652333,MN
427820,427820,>KL[,652337,MN
427846,427846,>KL[,652415,MN
427849,427849,>KL[,652421,MN
427938,427938,JY>[,652694,MN
428173,428173,RWM[,653457,MN
428200,428200,CWB[,653548,MN
428210,428210,JBC[,653586,MN
428213,428213,QLL[,653595,MN
428226,428226,QLL[,653643,MN
428232,428232,XRB[,653664,MN
428239,428239,JY>[,653686,MN
428247,428247,JY>[,653713,MN
428250,428250,LQX[,653721,MN
428322,428322,NPY[,653937,MN
428326,428326,CTH[,653949,MN
428337,428337,JQY[,653986,MN
428369,428369,JY>[,654087,MN
428375,428375,JY>[,654106,MN
428499,428499,JY>[,654493,MN
428618,428618,NS<[,654884,MN
428628,428628,R>H[,654916,MN
428713,428713,LQX[,655163,MN
428742,428742,JY>[,655239,MN
428829,428829,BRX[,655501,MN
428884,428884,JY>[,655673,MN
428935,428935,<LH[,655851,MN
428958,428958,<BR[,655922,MN
429017,429017,QWM[,656079,MN
429043,429043,PNH[,656152,MN
429174,429174,JY>[,656533,MN
429240,429240,<LH[,656732,MN
429273,429273,HRH[,656830,MN
429280,429280,NS<[,656855,MN
429411,429411,KLH[,657273,MN
429414,429414,JCB[,657283,MN
429417,429417,JCB[,657292,MN
429592,429592,QWM[,657835,MN
429637,429637,LQX[,657951,MN
429676,429676,JY>[,658082,MN
429890,429890,JY>[,658678,MN
429949,429949,NPL[,658844,MN
429988,429988,QNH[,658961,MN
430008,430008,CKN[,659013,MN
430052,430052,BW>[,659149,MN
430136,430136,HLK[,659411,MN
430138,430138,HLK[,659418,MN
430200,430200,HLK[,659620,MN
430296,430296,>KL[,659883,MN
430324,430324,>KL[,659953,MN
430354,430354,JY>[,660034,MN
430355,430355,BW>[,660038,MN
430361,430361,>KL[,660053,MN
430372,430372,>KL[,660085,MN
430435,430435,CWB[,660260,MN
