,clause,verb,phrase,cmpl_type,cmpl_func
442986,442986,NF>[,698454,<L,-
442998,442998,<LH[,698490,<L,DIR
443097,443097,NPL[,698820,<L,DIR
443220,443220,FJM[,699228,<L,DIR
443225,443225,FJM[,699243,<L,DIR
443468,443468,RKB[,699950,<L,LOC
444024,444024,PQD[,701485,<L,-
444034,444034,SMK[,701521,<L,DIR
444047,444047,SMK[,701567,<L,DIR
444193,444193,>SR[,702011,<L,-
444201,444201,>SR[,702037,<L,-
444205,444205,>SR[,702049,<L,-
444209,444209,>SR[,702061,<L,-
444215,444215,>SR[,702084,<L,-
444221,444221,>SR[,702100,<L,-
444226,444226,>SR[,702116,<L,-
444229,444229,QWM[,702128,<L,-
444230,444230,>SR[,702126,<L,-
444232,444232,>SR[,702136,<L,-
444238,444238,>SR[,702154,<L,-
444273,444273,YB>[,702265,<L,-
444286,444286,QYP[,702311,<L,-
444423,444423,SPH[,702740,<L,-
444514,444514,CWB[,703055,<L,DIR
444526,444526,XNH[,703092,<L,LOC
444607,444607,XNH[,703345,<L,LOC
444669,444669,MXH=[,703562,<L,?
444725,444725,NTN[,703728,<L,DIR
445155,445155,NTN[,705032,<L,-
445241,445241,QR>[,705296,<L,-
445369,445369,KTB[,705662,<L,LOC
445566,445566,KTB[,706283,<L,LOC
445660,445660,KTB[,706541,<L,LOC
445785,445785,XWS[,706913,<L,-
445808,445808,RBH[,706982,<L,-
445848,445848,XJH[,707094,<L,-
445849,445849,XJH[,707099,<L,-
446007,446007,QYP[,707561,<L,-
446058,446058,KTB[,707712,<L,LOC
446066,446066,KTB[,707737,<L,LOC
446206,446206,FJM[,708166,<L,-
446207,446207,QCR[,708171,<L,-
446215,446215,KTB[,708193,<L,LOC
446232,446232,NTN[,708248,<L,-
446250,446250,NTN[,708303,<L,-
446321,446321,CPK[,708529,<L,DIR
446354,446354,CPK[,708626,<L,DIR
446363,446363,<FH[,708653,<L,DIR
446432,446432,XWS[,708862,<L,-
446660,446660,CPK[,709547,<L,DIR
446774,446774,<FH[,709916,<L,-
446780,446780,<FH[,709930,<L,-
446800,446800,FJM[,709987,<L,-
446802,446802,FJM[,709994,<L,-
446804,446804,FJM[,710002,<L,-
446806,446806,NTN[,710007,<L,-
446819,446819,KTB[,710057,<L,?
446960,446960,QWM[,710499,<L,-
446968,446968,XWS[,710524,<L,-
446979,446979,QWM[,710555,<L,-
447070,447070,YWR[,710809,<L,-
447092,447092,NDX[,710880,<L,DIR
447197,447197,TLH[,711207,<L,DIR
447246,447246,<FH[,711369,<L,-
447311,447311,QWM[,711577,<L,-
447337,447337,FKR[,711664,<L,-
447351,447351,JY>[,711710,<L,-
447440,447440,<BR[,711992,<L,-
447478,447478,BW>[,712106,<L,DIR
447530,447530,BW>[,712265,<L,DIR
447534,447534,QWM[,712278,<L,-
447617,447617,NTN[,712533,<L,-
447681,447681,KTB[,712729,<L,-
447699,447699,KTB[,712788,<L,LOC
447712,447712,<MD[,712825,<L,LOC
447779,447779,BW>[,712963,<L,-
447830,447830,BW>[,713119,<L,-
447920,447920,<LH[,713394,<L,-
447927,447927,BW>[,713415,<L,-
447939,447939,NTN[,713454,<L,DIR
447941,447941,NF>[,713459,<L,DIR
447994,447994,FWF[,713628,<L,-
447997,447997,FWF[,713637,<L,-
448131,448131,BW>[,714063,<L,-
448154,448154,NTN[,714140,<L,-
448162,448162,FWF[,714165,<L,-
448163,448163,FWF[,714169,<L,-
448218,448218,JCB[,714321,<L,LOC
448300,448300,<MD[,714552,<L,LOC
448355,448355,KTB[,714718,<L,LOC
448424,448424,NF>[,714887,<L,?
448626,448626,CKN[,715450,<L,LOC
448696,448696,DRK[,715623,<L,LOC
448718,448718,SMK[,715702,<L,DIR
448861,448861,<LH[,716101,<L,DIR
448865,448865,NPL[,716116,<L,-
449080,449080,HLK[,716785,<L,DIR
449331,449331,NPL[,717563,final_h,DIR
449569,449569,TLH[,718294,<L,DIR
449582,449582,KTB[,718344,<L,LOC
449728,449728,XNH[,718798,<L,LOC
449809,449809,FJM[,719049,<L,DIR
449811,449811,FJM[,719055,<L,DIR
449821,449821,TLH[,719085,<L,DIR
449830,449830,FJM[,719110,<L,DIR
449848,449848,XNH[,719171,<L,LOC
449862,449862,XNH[,719215,<L,LOC
450421,450421,<MD[,720829,<L,-
450422,450422,<MD[,720834,<L,-
450773,450773,<LH[,721883,<L,-
450818,450818,<FH[,722029,<L,LOC
450868,450868,<LH[,722183,<L,-
450937,450937,BW>[,722396,<L,-
451352,451352,<ZZ[,723753,<L,-
451550,451550,HLK[,724382,<L,-
451623,451623,CKN[,724545,<L,LOC
451680,451680,<ZZ[,724688,<L,-
451686,451686,<LH[,724706,<L,-
451687,451687,XNH[,724709,<L,-
451830,451830,<MD[,725144,<L,-
451879,451879,XNH[,725306,<L,LOC
451915,451915,KR<[,725410,<L,DIR
451919,451919,KR<[,725422,<L,DIR
452196,452196,MCX[,726268,<L,-
452198,452198,MLK[,726274,<L,-
452203,452203,NW<[,726289,<L,?
452206,452206,MLK[,726297,<L,-
452210,452210,NW<[,726308,<L,?
452213,452213,MLK[,726316,<L,-
452218,452218,NW<[,726330,<L,?
452221,452221,MLK[,726338,<L,-
452237,452237,QWM[,726394,<L,-
452253,452253,FRR[,726450,<L,-
452258,452258,FJM[,726466,<L,-
452264,452264,<BR[,726486,<L,-
452303,452303,PCV[,726599,<L,-
452310,452310,>RB[,726621,<L,-
452351,452351,QWM[,726750,<L,-
452356,452356,PCV[,726764,<L,-
452374,452374,FJM[,726818,<L,DIR
452383,452383,FJM[,726840,<L,DIR
452392,452392,<LH[,726871,<L,DIR
452640,452640,JRD[,727658,<L,?
452641,452641,BKH[,727661,<L,-
452646,452646,BKH[,727675,<L,-
452739,452739,<LH[,727968,<L,DIR
452866,452866,YLX[,728369,<L,-
452919,452919,BKH[,728531,<L,-
452928,452928,BKH[,728558,<L,-
452941,452941,YLX[,728600,<L,-
452993,452993,<LH[,728765,<L,-
453025,453025,YLX[,728850,<L,-
453073,453073,FJM[,728991,<L,DIR
453153,453153,<LH[,729232,<L,DIR
453235,453235,NPL[,729469,<L,DIR
453351,453351,<LH[,729832,<L,-
453402,453402,FJM[,729970,<L,DIR
453469,453469,ZNH=[,730182,<L,-
453626,453626,LQX[,730628,<L,DIR
453641,453641,FJM[,730671,<L,-
453659,453659,QWM[,730719,<L,-
453660,453660,SBB[,730723,<L,-
453718,453718,XNH[,730888,<L,LOC
453807,453807,NG<[,731184,<L,-
453989,453989,<LH[,731752,<L,DIR
454072,454072,RXB[,731998,<L,-
454101,454101,CJT[,732073,<L,DIR
454188,454188,<LH[,732349,<L,DIR
454344,454344,XNH[,732791,<L,LOC
454477,454477,DRK[,733191,<L,LOC
454486,454486,QCH[,733218,<L,-
454552,454552,<LH[,733406,<L,DIR
454719,454719,MLK[,733964,<L,-
454730,454730,MLK[,733998,<L,-
454735,454735,MLK[,734015,<L,-
454808,454808,HLK[,734232,<L,LOC
454941,454941,JYQ[,734612,<L,DIR
454974,454974,YLX[,734709,<L,-
454999,454999,YLX[,734777,<L,-
455041,455041,FJM[,734906,<L,-
455079,455079,XNH[,735033,<L,LOC
455086,455086,FJM[,735056,<L,-
455103,455103,YLX[,735110,<L,-
455112,455112,NPL[,735137,<L,-
455141,455141,MLK[,735224,<L,-
455213,455213,BW>[,735448,<L,-
455216,455216,MLK[,735456,<L,-
455223,455223,NTN[,735472,<L,-
455229,455229,MLK[,735492,<L,-
455251,455251,JSP[,735563,<L,-
455280,455280,MLK[,735649,<L,-
455386,455386,<BR[,735992,<L,?
455412,455412,<LH[,736069,<L,DIR
455427,455427,<LH[,736119,<L,-
455523,455523,>KL[,736412,<L,-
455637,455637,XML[,736749,<L,-
455657,455657,XML[,736810,<L,-
455689,455689,XML[,736900,<L,-
455784,455784,MLK[,737188,<L,-
455984,455984,NVC[,737769,<L,LOC
455994,455994,NVC[,737798,<L,LOC
456051,456051,NPL[,737961,<L,-
456067,456067,QWM[,738010,<L,-
456082,456082,NTN[,738055,<L,DIR
456209,456209,FJM[,738433,<L,-
456502,456502,<FH[,739330,<L,-
456513,456513,BW>[,739361,<L,-
456581,456581,JCB[,739575,<L,LOC
456612,456612,XJH[,739677,<L,LOC
456785,456785,QCR[,740223,<L,-
456810,456810,QCR[,740298,<L,-
456945,456945,MLK[,740709,<L,-
456963,456963,XML[,740764,<L,-
457000,457000,PCV[,740868,<L,DIR
457062,457062,XWS[,741053,<L,-
457121,457121,<LH[,741239,<L,DIR
457193,457193,JCB[,741449,<L,LOC
457216,457216,FJM[,741514,<L,DIR
457243,457243,NPL[,741597,<L,DIR
457319,457319,VWB[,741820,<L,-
457354,457354,RKB[,741927,<L,LOC
457424,457424,NPL[,742160,<L,-
457426,457426,<MD[,742167,<L,LOC
457446,457446,CMR[,742223,<L,-
457705,457705,QYP[,743033,<L,-
457838,457838,RKB[,743438,<L,LOC
457918,457918,NPL[,743686,<L,DIR
457921,457921,NPL[,743696,<L,DIR
457997,457997,<MD[,743926,<L,LOC
458001,458001,<MD[,743938,<L,LOC
458016,458016,YWM[,743975,<L,-
458120,458120,PGC[,744272,<L,LOC
458121,458121,JCB[,744277,<L,LOC
458143,458143,HLK[,744345,<L,DIR
458151,458151,NVH[,744366,<L,DIR
458179,458179,<MD[,744452,<L,LOC
458237,458237,PQD[,744642,<L,-
458338,458338,XWL[,744943,<L,-
458362,458362,BKH[,745021,<L,-
458466,458466,MLK[,745345,<L,-
458467,458467,MLK[,745351,<L,-
458801,458801,MLK[,746419,<L,-
458834,458834,NPL[,746525,<L,DIR
458965,458965,YWR[,746937,<L,?
459067,459067,GBR[,747253,<L,-
459082,459082,SPD[,747304,<L,-
459166,459166,QWM[,747581,<L,LOC
459240,459240,XNH[,747786,<L,LOC
459278,459278,CKB[,747907,<L,LOC
459366,459366,LQX[,748153,<L,DIR
459369,459369,FJM[,748162,<L,DIR
459398,459398,KBD[,748254,<L,-
459491,459491,NPL[,748524,final_h,DIR
459507,459507,QWM[,748567,<L,-
459541,459541,XCB[,748664,<L,-
459667,459667,<MD[,749052,<L,LOC
459683,459683,BW>[,749096,<L,DIR
459967,459967,BW>[,749925,<L,-
460021,460021,NWX[,750080,<L,?
460022,460022,NPL[,750084,<L,DIR
460060,460060,PRF[,750208,<L,DIR
460061,460061,CVX[,750211,<L,DIR
460079,460079,J<Y[,750262,<L,-
460096,460096,FJM[,750319,<L,-
460112,460112,FJM[,750361,<L,-
460284,460284,QWM[,750896,<L,-
460286,460286,<LH[,750903,<L,DIR
460332,460332,BW>[,751028,<L,-
460348,460348,MCX[,751075,<L,-
460435,460435,RKB[,751332,<L,LOC
460486,460486,BXR[,751511,<L,-
460500,460500,<NH[,751563,<L,-
460569,460569,<MD[,751787,<L,LOC
460591,460591,YWR[,751848,<L,-
460684,460684,XML[,752103,<L,-
460698,460698,NWX[,752153,<L,DIR
460775,460775,RKB[,752392,<L,LOC
461190,461190,JCB[,753541,<L,LOC
461206,461206,JCB[,753597,<L,LOC
461218,461218,JCB[,753628,<L,LOC
461234,461234,JCB[,753672,<L,LOC
461245,461245,JCB[,753707,<L,LOC
461259,461259,JCB[,753747,<L,LOC
461280,461280,JCB[,753812,<L,LOC
461327,461327,JCB[,753959,<L,LOC
461418,461418,MLK[,754225,<L,-
461421,461421,JCB[,754237,<L,LOC
461436,461436,FJM[,754271,<L,-
461458,461458,JCB[,754337,<L,LOC
461689,461689,CKB[,755052,<L,LOC
461847,461847,NTN[,755493,<L,DIR
461911,461911,MLK[,755685,<L,-
461939,461939,<LH[,755761,<L,-
461944,461944,BNH[,755778,<L,LOC
462007,462007,QL<=[,755983,<L,LOC
462071,462071,NTN[,756177,<L,DIR
462210,462210,SKK[,756590,<L,LOC
462261,462261,JCB[,756741,<L,LOC
462294,462294,JCB[,756838,<L,LOC
462345,462345,NTN[,756990,<L,DIR
462430,462430,KR<[,757240,<L,LOC
462603,462603,CM<[,757777,<L,-
462617,462617,NTN[,757814,<L,DIR
462756,462756,QBY[,758300,<L,DIR
462766,462766,MLK[,758330,<L,-
462836,462836,MLK[,758561,<L,-
462857,462857,NTN[,758621,<L,DIR
462887,462887,NTN[,758707,<L,DIR
462933,462933,MLK[,758849,<L,-
463011,463011,QR>[,759082,<L,-
463017,463017,ZBX[,759099,<L,LOC
463019,463019,FRP[,759107,<L,LOC
463029,463029,QR>[,759133,<L,-
463034,463034,CLX[,759146,<L,DIR
463083,463083,RKB[,759306,<L,LOC
463180,463180,SPD[,759588,<L,-
463191,463191,QR>[,759618,<L,-
463243,463243,NTN[,759763,<L,-
463327,463327,<LH[,760019,<L,-
463347,463347,MLK[,760086,<L,-
463385,463385,<LH[,760224,<L,DIR
463401,463401,CLX[,760272,<L,DIR
463422,463422,MLK[,760334,<L,-
463423,463423,MLK[,760338,<L,-
463428,463428,QCR[,760353,<L,-
463456,463456,NTN[,760441,<L,-
463478,463478,MLK[,760512,<L,-
463479,463479,QCR[,760517,<L,-
463514,463514,YWR[,760620,<L,-
463540,463540,MLK[,760688,<L,-
463544,463544,QR>[,760706,<L,-
463560,463560,MLK[,760753,<L,-
463561,463561,MLK[,760758,<L,-
463651,463651,NTN[,761016,<L,DIR
463685,463685,CWB[,761112,<L,-
463687,463687,CWB[,761120,<L,-
463704,463704,NTN[,761167,<L,DIR
463730,463730,NPL[,761249,<L,DIR
463818,463818,FJM[,761481,<L,DIR
463821,463821,NTN[,761492,<L,DIR
463861,463861,CPK[,761603,<L,DIR
463882,463882,FJM[,761666,<L,DIR
463885,463885,JYQ[,761674,<L,DIR
463914,463914,NPL[,761746,<L,DIR
464099,464099,YWR[,762245,<L,-
464161,464161,FJM[,762405,<L,-
464253,464253,NPL[,762679,<L,DIR
464309,464309,<MD[,762838,<L,LOC
464339,464339,HLK[,762926,<L,DIR
464361,464361,CKB[,762996,<L,LOC
464490,464490,FJM[,763341,<L,DIR
464520,464520,HLK[,763436,<L,DIR
464657,464657,SWR[,763824,<L,DIR
464694,464694,MLK[,763936,<L,-
464725,464725,MLK[,764035,<L,-
464726,464726,MLK[,764040,<L,-
464821,464821,KR<[,764295,<L,DIR
464899,464899,<MD[,764525,<L,LOC
464936,464936,<MD[,764625,<L,LOC
464948,464948,NWX[,764659,<L,-
465005,465005,MLK[,764826,<L,-
465050,465050,JYQ[,764953,<L,DIR
465094,465094,<MD[,765089,<L,LOC
465096,465096,ZRX[,765096,<L,?
465153,465153,JYQ[,765260,<L,DIR
465238,465238,JCB[,765486,<L,LOC
465297,465297,FJM[,765646,<L,DIR
465305,465305,FJM[,765669,<L,DIR
465320,465320,CKB[,765709,<L,LOC
465321,465321,FJM[,765713,<L,DIR
465324,465324,GHR[,765722,<L,DIR
465329,465329,GHR[,765736,<L,DIR
465340,465340,NPL[,765765,<L,DIR
465693,465693,YWR[,766734,<L,-
465730,465730,<MD[,766838,<L,LOC
465791,465791,FKR[,767009,<L,-
465792,465792,BW>[,767013,<L,DIR
465987,465987,PRF[,767554,<L,DIR
466049,466049,JYQ[,767753,<L,DIR
466188,466188,NF>[,768110,<L,-
466208,466208,MLK[,768168,<L,-
466259,466259,FJM[,768304,<L,DIR
466300,466300,QCR[,768421,<L,-
466414,466414,JCB[,768748,<L,LOC
466433,466433,MLK[,768802,<L,-
466483,466483,<MD[,768953,<L,?
466486,466486,NTN[,768960,<L,-
466520,466520,FJM[,769068,<L,DIR
466524,466524,JCB[,769082,<L,LOC
466543,466543,<LH[,769139,<L,-
466572,466572,NTN[,769235,<L,-
466578,466578,JY>[,769252,<L,?
466584,466584,NTN[,769277,<L,DIR
466593,466593,<LH[,769303,<L,DIR
466610,466610,MLK[,769359,<L,-
466640,466640,MLK[,769462,<L,-
466651,466651,JCB[,769497,<L,LOC
466666,466666,FJM[,769545,<L,DIR
466685,466685,QYP[,769587,<L,-
466702,466702,QWM[,769636,<L,?
466787,466787,QCR[,769904,<L,-
466791,466791,NF>[,769920,<L,DIR
466845,466845,MLK[,770095,<L,-
466851,466851,QCR[,770114,<L,-
466860,466860,JCB[,770138,<L,LOC
466877,466877,MLK[,770189,<L,-
466882,466882,BW>[,770206,<L,DIR
466896,466896,MLK[,770255,<L,-
466901,466901,QCR[,770271,<L,-
466909,466909,MLK[,770295,<L,LOC
466917,466917,QCR[,770322,<L,-
466957,466957,YWR[,770442,<L,-
466990,466990,QRB[,770548,<L,DIR
466994,466994,ZRQ[,770563,<L,DIR
466999,466999,NTN[,770574,final_h,DIR
467003,467003,ZRQ[,770585,<L,DIR
467012,467012,NTN[,770616,<L,DIR
467026,467026,<LH[,770663,<L,DIR
467036,467036,YWR[,770705,<L,-
467218,467218,<LH[,771304,<L,DIR
467219,467219,YWR[,771307,<L,-
467230,467230,<LH[,771344,<L,DIR
467236,467236,NTN[,771358,<L,-
467238,467238,FJM[,771363,<L,-
467262,467262,BVX[,771432,<L,-
467265,467265,BVX[,771441,<L,-
467281,467281,NTN[,771490,<L,LOC
467283,467283,BVX[,771498,<L,-
467285,467285,<LH[,771504,<L,DIR
467288,467288,<LH[,771510,<L,DIR
467296,467296,CLX[,771537,<L,DIR
467496,467496,CPK[,772106,<L,DIR
467548,467548,GNN[,772251,<L,-
467552,467552,FJM[,772262,<L,DIR
467575,467575,CM<[,772335,<L,-
467674,467674,NVH[,772626,<L,-
467678,467678,HPK[,772637,<L,-
467711,467711,QCR[,772742,<L,-
467736,467736,NTN[,772820,<L,DIR
467746,467746,>MR[,772853,<L,-
467755,467755,NTN[,772882,<L,DIR
467770,467770,CM<[,772928,<L,-
467806,467806,>SP[,773024,<L,DIR
467818,467818,<MD[,773068,<L,LOC
467895,467895,QR>[,773306,<L,-
467959,467959,NTN[,773513,<L,-
467967,467967,NTN[,773543,<L,-
468010,468010,BW>[,773678,<L,DIR
468012,468012,JY>[,773686,<L,DIR
468040,468040,BW>[,773780,<L,DIR
468041,468041,XNH[,773783,<L,LOC
468042,468042,BNH[,773786,<L,LOC
468070,468070,NPL[,773884,<L,-
428500,428500,HLK[,654495,final_h,DIR
428524,428524,HLK[,654569,final_h,DIR
428525,428525,BW>[,654572,final_h,DIR
428539,428539,NS<[,654623,final_h,DIR
428541,428541,JRD[,654631,final_h,DIR
428546,428546,BW>[,654643,final_h,DIR
428561,428561,BW>[,654685,final_h,DIR
428672,428672,NPL[,655040,final_h,DIR
428673,428673,NWS[,655043,final_h,DIR
429044,429044,HLK[,656156,final_h,DIR
429102,429102,BW>[,656329,final_h,DIR
429208,429208,NWS[,656628,final_h,DIR
429224,429224,BW>[,656673,final_h,DIR
429344,429344,BW>[,657053,final_h,DIR
429638,429638,QBR[,657955,final_h,LOC
429728,429728,JRD[,658235,final_h,DIR
429799,429799,BW>[,658418,final_h,DIR
429858,429858,JRD[,658596,final_h,DIR
430079,430079,JRD[,659236,final_h,DIR
430451,430451,HLK[,660309,final_h,DIR
430471,430471,HLK[,660375,final_h,DIR
430477,430477,HLK[,660399,final_h,DIR
430497,430497,PRY[,660460,final_h,DIR
430539,430539,HLK[,660591,final_h,DIR
431291,431291,NS<[,662872,final_h,DIR
431455,431455,BW>[,663363,final_h,DIR
431494,431494,BW>[,663493,final_h,DIR
431695,431695,BW>[,664085,final_h,DIR
431709,431709,HLK[,664119,final_h,DIR
432003,432003,BW>[,664975,final_h,DIR
432011,432011,JY>[,664996,final_h,DIR
432015,432015,NWS[,665006,final_h,DIR
432031,432031,JY>[,665043,final_h,DIR
432043,432043,NWS[,665076,final_h,DIR
432333,432333,BW>[,666011,final_h,DIR
432343,432343,JRD[,666040,final_h,DIR
432649,432649,BW>[,666915,final_h,DIR
432675,432675,BW>[,666982,final_h,DIR
432756,432756,CWB[,667203,final_h,DIR
432757,432757,BW>[,667207,final_h,DIR
432929,432929,BW>[,667718,final_h,DIR
432976,432976,BW>[,667859,final_h,DIR
432986,432986,JRD[,667883,final_h,DIR
432988,432988,JRD[,667891,final_h,DIR
432997,432997,BW>[,667923,final_h,DIR
433042,433042,BW>[,668052,final_h,DIR
433045,433045,BW>[,668064,final_h,DIR
433047,433047,<LH[,668073,final_h,DIR
433235,433235,BW>[,668665,final_h,DIR
433457,433457,QBR[,669264,final_h,?
433484,433484,NF>[,669347,final_h,DIR
433487,433487,CWB[,669362,final_h,DIR
433942,433942,CWB[,670703,final_h,DIR
433946,433946,CWB[,670715,final_h,DIR
434390,434390,BW>[,672044,final_h,DIR
434456,434456,ZRQ[,672245,final_h,DIR
434462,434462,ZRQ[,672268,final_h,DIR
434513,434513,HLK[,672430,final_h,DIR
434654,434654,TQ<[,672866,final_h,DIR
434983,434983,CWB[,673918,final_h,DIR
435210,435210,BW>[,674594,final_h,DIR
435233,435233,BW>[,674664,final_h,DIR
435506,435506,BW>[,675470,final_h,DIR
435815,435815,NWS[,676445,final_h,DIR
435888,435888,NPL[,676669,final_h,DIR
436768,436768,NTN[,679474,final_h,DIR
437107,437107,BW>[,680419,final_h,DIR
437207,437207,QDD[,680723,final_h,DIR
437473,437473,<FH[,681518,final_h,-
